Date,Province,District,Sector,Population,Simple malaria cases,incidence
2020-01-01,Northern,Rulindo,Base,19847,14,0.7053962815538872
2020-02-01,Northern,Rulindo,Base,19847,17,0.8565526276011488
2020-03-01,Northern,Rulindo,Base,19847,7,0.3526981407769436
2020-04-01,Northern,Rulindo,Base,19847,6,0.30231269209452305
2020-05-01,Northern,Rulindo,Base,19847,1,0.050385448682420515
2020-06-01,Northern,Rulindo,Base,19847,5,0.2519272434121026
2020-07-01,Northern,Rulindo,Base,19847,10,0.5038544868242052
2020-08-01,Northern,Rulindo,Base,19847,4,0.20154179472968206
2020-09-01,Northern,Rulindo,Base,19847,2,0.10077089736484103
2020-10-01,Northern,Rulindo,Base,19847,0,0.0
2020-11-01,Northern,Rulindo,Base,19847,2,0.10077089736484103
2020-12-01,Northern,Rulindo,Base,19847,0,0.0
2021-01-01,Northern,Rulindo,Base,20185,9,0.4458756502353233
2021-02-01,Northern,Rulindo,Base,20185,3,0.14862521674510776
2021-03-01,Northern,Rulindo,Base,20185,2,0.09908347783007183
2021-04-01,Northern,Rulindo,Base,20185,0,0.0
2021-05-01,Northern,Rulindo,Base,20185,0,0.0
2021-06-01,Northern,Rulindo,Base,20185,6,0.2972504334902155
2021-07-01,Northern,Rulindo,Base,20185,3,0.14862521674510776
2021-08-01,Northern,Rulindo,Base,20185,2,0.09908347783007183
2021-09-01,Northern,Rulindo,Base,20185,2,0.09908347783007183
2021-10-01,Northern,Rulindo,Base,20185,4,0.19816695566014367
2021-11-01,Northern,Rulindo,Base,20185,6,0.2972504334902155
2021-12-01,Northern,Rulindo,Base,20185,3,0.14862521674510776
2022-01-01,Northern,Rulindo,Base,20528,0,0.0
2022-02-01,Northern,Rulindo,Base,20528,4,0.19485580670303976
2022-03-01,Northern,Rulindo,Base,20528,9,0.43842556508183944
2022-04-01,Northern,Rulindo,Base,20528,5,0.24356975837879968
2022-05-01,Northern,Rulindo,Base,20528,2,0.09742790335151988
2022-06-01,Northern,Rulindo,Base,20528,3,0.14614185502727983
2022-07-01,Northern,Rulindo,Base,20528,7,0.3409976617303196
2022-08-01,Northern,Rulindo,Base,20528,6,0.29228371005455966
2022-09-01,Northern,Rulindo,Base,20528,7,0.3409976617303196
2022-10-01,Northern,Rulindo,Base,20528,15,0.730709275136399
2022-11-01,Northern,Rulindo,Base,20528,15,0.730709275136399
2022-12-01,Northern,Rulindo,Base,20528,5,0.24356975837879968
2023-01-01,Northern,Rulindo,Base,20877,4,0.19159840973319922
2023-02-01,Northern,Rulindo,Base,20877,2,0.09579920486659961
2023-03-01,Northern,Rulindo,Base,20877,10,0.47899602433299804
2023-04-01,Northern,Rulindo,Base,20877,9,0.4310964218996982
2023-05-01,Northern,Rulindo,Base,20877,1,0.047899602433299805
2023-06-01,Northern,Rulindo,Base,20877,6,0.28739761459979885
2023-07-01,Northern,Rulindo,Base,20877,8,0.38319681946639844
2023-08-01,Northern,Rulindo,Base,20877,4,0.19159840973319922
2023-09-01,Northern,Rulindo,Base,20877,6,0.28739761459979885
2023-10-01,Northern,Rulindo,Base,20877,6,0.28739761459979885
2023-11-01,Northern,Rulindo,Base,20877,10,0.47899602433299804
2023-12-01,Northern,Rulindo,Base,20877,9,0.4310964218996982
2024-01-01,Northern,Rulindo,Base,21233,15,0.7064475109499364
2024-02-01,Northern,Rulindo,Base,21233,9,0.42386850656996183
2024-03-01,Northern,Rulindo,Base,21233,13,0.612254509489945
2024-04-01,Northern,Rulindo,Base,21233,5,0.2354825036499788
2024-05-01,Northern,Rulindo,Base,21233,4,0.18838600291998303
2024-06-01,Northern,Rulindo,Base,21233,13,0.612254509489945
2024-07-01,Northern,Rulindo,Base,21233,9,0.42386850656996183
2024-08-01,Northern,Rulindo,Base,21233,15,0.7064475109499364
2024-09-01,Northern,Rulindo,Base,21233,24,1.1303160175198983
2024-10-01,Northern,Rulindo,Base,21233,24,1.1303160175198983
2024-11-01,Northern,Rulindo,Base,21233,30,1.4128950218998728
2024-12-01,Northern,Rulindo,Base,21233,27,1.2716055197098854
2025-01-01,Northern,Rulindo,Base,21233,28,1.3187020204398814
2025-02-01,Northern,Rulindo,Base,21233,14,0.6593510102199407
2025-03-01,Northern,Rulindo,Base,21233,14,0.6593510102199407
2025-04-01,Northern,Rulindo,Base,21233,18,0.8477370131399237
2025-05-01,Northern,Rulindo,Base,21233,0,0.0
2020-01-01,Western,Nyabihu,Bigogwe,33864,20,0.5905976848570753
2020-02-01,Western,Nyabihu,Bigogwe,33864,20,0.5905976848570753
2020-03-01,Western,Nyabihu,Bigogwe,33864,9,0.2657689581856839
2020-04-01,Western,Nyabihu,Bigogwe,33864,7,0.20670918969997637
2020-05-01,Western,Nyabihu,Bigogwe,33864,1,0.029529884242853768
2020-06-01,Western,Nyabihu,Bigogwe,33864,2,0.059059768485707535
2020-07-01,Western,Nyabihu,Bigogwe,33864,1,0.029529884242853768
2020-08-01,Western,Nyabihu,Bigogwe,33864,6,0.17717930545712263
2020-09-01,Western,Nyabihu,Bigogwe,33864,3,0.08858965272856131
2020-10-01,Western,Nyabihu,Bigogwe,33864,0,0.0
2020-11-01,Western,Nyabihu,Bigogwe,33864,0,0.0
2020-12-01,Western,Nyabihu,Bigogwe,33864,0,0.0
2021-01-01,Western,Nyabihu,Bigogwe,34150,4,0.1171303074670571
2021-02-01,Western,Nyabihu,Bigogwe,34150,2,0.05856515373352855
2021-03-01,Western,Nyabihu,Bigogwe,34150,3,0.08784773060029283
2021-04-01,Western,Nyabihu,Bigogwe,34150,3,0.08784773060029283
2021-05-01,Western,Nyabihu,Bigogwe,34150,3,0.08784773060029283
2021-06-01,Western,Nyabihu,Bigogwe,34150,2,0.05856515373352855
2021-07-01,Western,Nyabihu,Bigogwe,34150,0,0.0
2021-08-01,Western,Nyabihu,Bigogwe,34150,2,0.05856515373352855
2021-09-01,Western,Nyabihu,Bigogwe,34150,4,0.1171303074670571
2021-10-01,Western,Nyabihu,Bigogwe,34150,11,0.322108345534407
2021-11-01,Western,Nyabihu,Bigogwe,34150,8,0.2342606149341142
2021-12-01,Western,Nyabihu,Bigogwe,34150,3,0.08784773060029283
2022-01-01,Western,Nyabihu,Bigogwe,34439,2,0.058073695519614395
2022-02-01,Western,Nyabihu,Bigogwe,34439,3,0.08711054327942158
2022-03-01,Western,Nyabihu,Bigogwe,34439,2,0.058073695519614395
2022-04-01,Western,Nyabihu,Bigogwe,34439,6,0.17422108655884316
2022-05-01,Western,Nyabihu,Bigogwe,34439,10,0.290368477598072
2022-06-01,Western,Nyabihu,Bigogwe,34439,3,0.08711054327942158
2022-07-01,Western,Nyabihu,Bigogwe,34439,10,0.290368477598072
2022-08-01,Western,Nyabihu,Bigogwe,34439,11,0.31940532535787913
2022-09-01,Western,Nyabihu,Bigogwe,34439,9,0.2613316298382648
2022-10-01,Western,Nyabihu,Bigogwe,34439,9,0.2613316298382648
2022-11-01,Western,Nyabihu,Bigogwe,34439,6,0.17422108655884316
2022-12-01,Western,Nyabihu,Bigogwe,34439,12,0.3484421731176863
2023-01-01,Western,Nyabihu,Bigogwe,34730,15,0.43190325367117766
2023-02-01,Western,Nyabihu,Bigogwe,34730,8,0.2303484019579614
2023-03-01,Western,Nyabihu,Bigogwe,34730,8,0.2303484019579614
2023-04-01,Western,Nyabihu,Bigogwe,34730,12,0.34552260293694215
2023-05-01,Western,Nyabihu,Bigogwe,34730,10,0.28793550244745175
2023-06-01,Western,Nyabihu,Bigogwe,34730,9,0.2591419522027066
2023-07-01,Western,Nyabihu,Bigogwe,34730,9,0.2591419522027066
2023-08-01,Western,Nyabihu,Bigogwe,34730,4,0.1151742009789807
2023-09-01,Western,Nyabihu,Bigogwe,34730,5,0.14396775122372588
2023-10-01,Western,Nyabihu,Bigogwe,34730,8,0.2303484019579614
2023-11-01,Western,Nyabihu,Bigogwe,34730,2,0.05758710048949035
2023-12-01,Western,Nyabihu,Bigogwe,34730,6,0.17276130146847107
2024-01-01,Western,Nyabihu,Bigogwe,35024,14,0.39972590223846505
2024-02-01,Western,Nyabihu,Bigogwe,35024,11,0.314070351758794
2024-03-01,Western,Nyabihu,Bigogwe,35024,3,0.08565555047967109
2024-04-01,Western,Nyabihu,Bigogwe,35024,5,0.1427592507994518
2024-05-01,Western,Nyabihu,Bigogwe,35024,9,0.25696665143901326
2024-06-01,Western,Nyabihu,Bigogwe,35024,7,0.19986295111923252
2024-07-01,Western,Nyabihu,Bigogwe,35024,8,0.2284148012791229
2024-08-01,Western,Nyabihu,Bigogwe,35024,11,0.314070351758794
2024-09-01,Western,Nyabihu,Bigogwe,35024,17,0.48538145271813615
2024-10-01,Western,Nyabihu,Bigogwe,35024,12,0.34262220191868437
2024-11-01,Western,Nyabihu,Bigogwe,35024,20,0.5710370031978071
2024-12-01,Western,Nyabihu,Bigogwe,35024,25,0.713796253997259
2025-01-01,Western,Nyabihu,Bigogwe,35024,26,0.7423481041571494
2025-02-01,Western,Nyabihu,Bigogwe,35024,18,0.5139333028780265
2025-03-01,Western,Nyabihu,Bigogwe,35024,19,0.5424851530379169
2025-04-01,Western,Nyabihu,Bigogwe,35024,17,0.48538145271813615
2025-05-01,Western,Nyabihu,Bigogwe,35024,53,1.513248058474189
2020-01-01,Western,Rutsiro,Boneza,28120,1471,52.311522048364154
2020-02-01,Western,Rutsiro,Boneza,28120,1512,53.76955903271693
2020-03-01,Western,Rutsiro,Boneza,28120,1131,40.22048364153627
2020-04-01,Western,Rutsiro,Boneza,28120,737,26.20910384068279
2020-05-01,Western,Rutsiro,Boneza,28120,556,19.772403982930296
2020-06-01,Western,Rutsiro,Boneza,28120,676,24.039829302987197
2020-07-01,Western,Rutsiro,Boneza,28120,739,26.28022759601707
2020-08-01,Western,Rutsiro,Boneza,28120,531,18.88335704125178
2020-09-01,Western,Rutsiro,Boneza,28120,799,28.41394025604552
2020-10-01,Western,Rutsiro,Boneza,28120,217,7.71692745376956
2020-11-01,Western,Rutsiro,Boneza,28120,284,10.099573257467993
2020-12-01,Western,Rutsiro,Boneza,28120,346,12.304409672830726
2021-01-01,Western,Rutsiro,Boneza,28658,693,24.181729360039082
2021-02-01,Western,Rutsiro,Boneza,28658,340,11.864051922674296
2021-03-01,Western,Rutsiro,Boneza,28658,364,12.701514411333658
2021-04-01,Western,Rutsiro,Boneza,28658,257,8.967827482727337
2021-05-01,Western,Rutsiro,Boneza,28658,195,6.804382720357317
2021-06-01,Western,Rutsiro,Boneza,28658,415,14.481122199734804
2021-07-01,Western,Rutsiro,Boneza,28658,350,12.212994626282365
2021-08-01,Western,Rutsiro,Boneza,28658,358,12.49214878916882
2021-09-01,Western,Rutsiro,Boneza,28658,291,10.154232674994766
2021-10-01,Western,Rutsiro,Boneza,28658,399,13.922813873961895
2021-11-01,Western,Rutsiro,Boneza,28658,499,17.41224091004257
2021-12-01,Western,Rutsiro,Boneza,28658,548,19.122060157722103
2022-01-01,Western,Rutsiro,Boneza,29206,434,14.859960282133807
2022-02-01,Western,Rutsiro,Boneza,29206,359,12.291994795589947
2022-03-01,Western,Rutsiro,Boneza,29206,300,10.271861946175443
2022-04-01,Western,Rutsiro,Boneza,29206,259,8.868040813531467
2022-05-01,Western,Rutsiro,Boneza,29206,384,13.147983291104568
2022-06-01,Western,Rutsiro,Boneza,29206,372,12.737108813257551
2022-07-01,Western,Rutsiro,Boneza,29206,285,9.758268848866672
2022-08-01,Western,Rutsiro,Boneza,29206,379,12.976785592001644
2022-09-01,Western,Rutsiro,Boneza,29206,428,14.654523043210299
2022-10-01,Western,Rutsiro,Boneza,29206,388,13.284941450386906
2022-11-01,Western,Rutsiro,Boneza,29206,447,15.305074299801412
2022-12-01,Western,Rutsiro,Boneza,29206,358,12.257755255769363
2023-01-01,Western,Rutsiro,Boneza,29765,342,11.490005039475895
2023-02-01,Western,Rutsiro,Boneza,29765,230,7.727196371577356
2023-03-01,Western,Rutsiro,Boneza,29765,258,8.66789853855199
2023-04-01,Western,Rutsiro,Boneza,29765,282,9.474214681673107
2023-05-01,Western,Rutsiro,Boneza,29765,279,9.373425163782965
2023-06-01,Western,Rutsiro,Boneza,29765,304,10.213337812867461
2023-07-01,Western,Rutsiro,Boneza,29765,374,12.565093230304047
2023-08-01,Western,Rutsiro,Boneza,29765,233,7.827985889467495
2023-09-01,Western,Rutsiro,Boneza,29765,186,6.248950109188645
2023-10-01,Western,Rutsiro,Boneza,29765,235,7.895178901394256
2023-11-01,Western,Rutsiro,Boneza,29765,110,3.6956156559717788
2023-12-01,Western,Rutsiro,Boneza,29765,211,7.088862758273139
2024-01-01,Western,Rutsiro,Boneza,30334,278,9.164633744313312
2024-02-01,Western,Rutsiro,Boneza,30334,98,3.2306982264126063
2024-03-01,Western,Rutsiro,Boneza,30334,79,2.6043383661897543
2024-04-01,Western,Rutsiro,Boneza,30334,124,4.087822245664931
2024-05-01,Western,Rutsiro,Boneza,30334,132,4.351552713127184
2024-06-01,Western,Rutsiro,Boneza,30334,162,5.340541966110635
2024-07-01,Western,Rutsiro,Boneza,30334,174,5.736137667304016
2024-08-01,Western,Rutsiro,Boneza,30334,229,7.5492846311070085
2024-09-01,Western,Rutsiro,Boneza,30334,117,3.8570580866354582
2024-10-01,Western,Rutsiro,Boneza,30334,255,8.406408650359333
2024-11-01,Western,Rutsiro,Boneza,30334,325,10.714050240654052
2024-12-01,Western,Rutsiro,Boneza,30334,266,8.76903804311993
2025-01-01,Western,Rutsiro,Boneza,30334,276,9.098701127447749
2025-02-01,Western,Rutsiro,Boneza,30334,231,7.615217247972572
2025-03-01,Western,Rutsiro,Boneza,30334,169,5.571306125140106
2025-04-01,Western,Rutsiro,Boneza,30334,98,3.2306982264126063
2025-05-01,Western,Rutsiro,Boneza,30334,153,5.043845190215599
2020-01-01,Western,Rusizi,Bugarama,39931,5335,133.605469434775
2020-02-01,Western,Rusizi,Bugarama,39931,5598,140.19183090831686
2020-03-01,Western,Rusizi,Bugarama,39931,2266,56.747890110440515
2020-04-01,Western,Rusizi,Bugarama,39931,1251,31.329042598482385
2020-05-01,Western,Rusizi,Bugarama,39931,2146,53.742706168140046
2020-06-01,Western,Rusizi,Bugarama,39931,2670,66.86534271618542
2020-07-01,Western,Rusizi,Bugarama,39931,2421,60.62958603591195
2020-08-01,Western,Rusizi,Bugarama,39931,2615,65.48796674263103
2020-09-01,Western,Rusizi,Bugarama,39931,2874,71.97415541809622
2020-10-01,Western,Rusizi,Bugarama,39931,1401,35.08552252635796
2020-11-01,Western,Rusizi,Bugarama,39931,1916,47.98277027873081
2020-12-01,Western,Rusizi,Bugarama,39931,2662,66.66499712003206
2021-01-01,Western,Rusizi,Bugarama,41355,2271,54.91476242292347
2021-02-01,Western,Rusizi,Bugarama,41355,2532,61.2259702575263
2021-03-01,Western,Rusizi,Bugarama,41355,1291,31.217506952000967
2021-04-01,Western,Rusizi,Bugarama,41355,841,20.33611413372023
2021-05-01,Western,Rusizi,Bugarama,41355,437,10.567041470197076
2021-06-01,Western,Rusizi,Bugarama,41355,1061,25.655906178213034
2021-07-01,Western,Rusizi,Bugarama,41355,824,19.92503929391851
2021-08-01,Western,Rusizi,Bugarama,41355,841,20.33611413372023
2021-09-01,Western,Rusizi,Bugarama,41355,379,9.164550840285335
2021-10-01,Western,Rusizi,Bugarama,41355,171,4.134929270946681
2021-11-01,Western,Rusizi,Bugarama,41355,377,9.116189094426309
2021-12-01,Western,Rusizi,Bugarama,41355,474,11.461733768589047
2022-01-01,Western,Rusizi,Bugarama,42830,347,8.101797805276677
2022-02-01,Western,Rusizi,Bugarama,42830,234,5.463460191454588
2022-03-01,Western,Rusizi,Bugarama,42830,269,6.280644408125146
2022-04-01,Western,Rusizi,Bugarama,42830,162,3.7823955171608685
2022-05-01,Western,Rusizi,Bugarama,42830,129,3.011907541442914
2022-06-01,Western,Rusizi,Bugarama,42830,180,4.202661685734299
2022-07-01,Western,Rusizi,Bugarama,42830,238,5.556852673359795
2022-08-01,Western,Rusizi,Bugarama,42830,300,7.004436142890498
2022-09-01,Western,Rusizi,Bugarama,42830,273,6.374036890030353
2022-10-01,Western,Rusizi,Bugarama,42830,291,6.7943030586037825
2022-11-01,Western,Rusizi,Bugarama,42830,274,6.397385010506654
2022-12-01,Western,Rusizi,Bugarama,42830,330,7.704879757179547
2023-01-01,Western,Rusizi,Bugarama,44357,263,5.929165633383683
2023-02-01,Western,Rusizi,Bugarama,44357,56,1.2624839371463354
2023-03-01,Western,Rusizi,Bugarama,44357,90,2.0289920418423244
2023-04-01,Western,Rusizi,Bugarama,44357,51,1.149762157043984
2023-05-01,Western,Rusizi,Bugarama,44357,33,0.7439637486755191
2023-06-01,Western,Rusizi,Bugarama,44357,74,1.6682823455148004
2023-07-01,Western,Rusizi,Bugarama,44357,93,2.096625109903736
2023-08-01,Western,Rusizi,Bugarama,44357,127,2.863133214599725
2023-09-01,Western,Rusizi,Bugarama,44357,101,2.276979958067498
2023-10-01,Western,Rusizi,Bugarama,44357,169,3.8099961674594764
2023-11-01,Western,Rusizi,Bugarama,44357,114,2.570056586333611
2023-12-01,Western,Rusizi,Bugarama,44357,110,2.47987916225173
2024-01-01,Western,Rusizi,Bugarama,45939,150,3.2651995036896753
2024-02-01,Western,Rusizi,Bugarama,45939,231,5.0284072356821
2024-03-01,Western,Rusizi,Bugarama,45939,173,3.765863427588759
2024-04-01,Western,Rusizi,Bugarama,45939,95,2.067959685670128
2024-05-01,Western,Rusizi,Bugarama,45939,398,8.663662683123272
2024-06-01,Western,Rusizi,Bugarama,45939,579,12.603670084242147
2024-07-01,Western,Rusizi,Bugarama,45939,289,6.290951043775441
2024-08-01,Western,Rusizi,Bugarama,45939,334,7.270510894882343
2024-09-01,Western,Rusizi,Bugarama,45939,127,2.7645355797905915
2024-10-01,Western,Rusizi,Bugarama,45939,347,7.553494851868782
2024-11-01,Western,Rusizi,Bugarama,45939,662,14.4104138096171
2024-12-01,Western,Rusizi,Bugarama,45939,260,5.659679139728771
2025-01-01,Western,Rusizi,Bugarama,45939,377,8.206534752606718
2025-02-01,Western,Rusizi,Bugarama,45939,197,4.2882953481791075
2025-03-01,Western,Rusizi,Bugarama,45939,174,3.7876314242800233
2025-04-01,Western,Rusizi,Bugarama,45939,90,1.9591197022138054
2025-05-01,Western,Rusizi,Bugarama,45939,179,3.896471407736346
2020-01-01,Western,Rubavu,Bugeshi,33006,12,0.36357025995273584
2020-02-01,Western,Rubavu,Bugeshi,33006,10,0.3029752166272799
2020-03-01,Western,Rubavu,Bugeshi,33006,14,0.42416530327819185
2020-04-01,Western,Rubavu,Bugeshi,33006,3,0.09089256498818396
2020-05-01,Western,Rubavu,Bugeshi,33006,2,0.06059504332545598
2020-06-01,Western,Rubavu,Bugeshi,33006,5,0.15148760831363994
2020-07-01,Western,Rubavu,Bugeshi,33006,6,0.18178512997636792
2020-08-01,Western,Rubavu,Bugeshi,33006,5,0.15148760831363994
2020-09-01,Western,Rubavu,Bugeshi,33006,2,0.06059504332545598
2020-10-01,Western,Rubavu,Bugeshi,33006,1,0.03029752166272799
2020-11-01,Western,Rubavu,Bugeshi,33006,0,0.0
2020-12-01,Western,Rubavu,Bugeshi,33006,0,0.0
2021-01-01,Western,Rubavu,Bugeshi,33446,4,0.11959576630987263
2021-02-01,Western,Rubavu,Bugeshi,33446,3,0.08969682473240446
2021-03-01,Western,Rubavu,Bugeshi,33446,4,0.11959576630987263
2021-04-01,Western,Rubavu,Bugeshi,33446,8,0.23919153261974527
2021-05-01,Western,Rubavu,Bugeshi,33446,4,0.11959576630987263
2021-06-01,Western,Rubavu,Bugeshi,33446,8,0.23919153261974527
2021-07-01,Western,Rubavu,Bugeshi,33446,12,0.35878729892961786
2021-08-01,Western,Rubavu,Bugeshi,33446,11,0.3288883573521497
2021-09-01,Western,Rubavu,Bugeshi,33446,6,0.17939364946480893
2021-10-01,Western,Rubavu,Bugeshi,33446,15,0.4484841236620224
2021-11-01,Western,Rubavu,Bugeshi,33446,17,0.5082820068169587
2021-12-01,Western,Rubavu,Bugeshi,33446,12,0.35878729892961786
2022-01-01,Western,Rubavu,Bugeshi,33892,12,0.3540658562492624
2022-02-01,Western,Rubavu,Bugeshi,33892,15,0.44258232031157796
2022-03-01,Western,Rubavu,Bugeshi,33892,12,0.3540658562492624
2022-04-01,Western,Rubavu,Bugeshi,33892,6,0.1770329281246312
2022-05-01,Western,Rubavu,Bugeshi,33892,7,0.20653841614540305
2022-06-01,Western,Rubavu,Bugeshi,33892,6,0.1770329281246312
2022-07-01,Western,Rubavu,Bugeshi,33892,6,0.1770329281246312
2022-08-01,Western,Rubavu,Bugeshi,33892,5,0.14752744010385932
2022-09-01,Western,Rubavu,Bugeshi,33892,10,0.29505488020771864
2022-10-01,Western,Rubavu,Bugeshi,33892,7,0.20653841614540305
2022-11-01,Western,Rubavu,Bugeshi,33892,3,0.0885164640623156
2022-12-01,Western,Rubavu,Bugeshi,33892,7,0.20653841614540305
2023-01-01,Western,Rubavu,Bugeshi,34344,5,0.1455858374097368
2023-02-01,Western,Rubavu,Bugeshi,34344,8,0.23293733985557885
2023-03-01,Western,Rubavu,Bugeshi,34344,14,0.40764034474726296
2023-04-01,Western,Rubavu,Bugeshi,34344,23,0.6696948520847892
2023-05-01,Western,Rubavu,Bugeshi,34344,10,0.2911716748194736
2023-06-01,Western,Rubavu,Bugeshi,34344,21,0.6114605171208944
2023-07-01,Western,Rubavu,Bugeshi,34344,8,0.23293733985557885
2023-08-01,Western,Rubavu,Bugeshi,34344,19,0.5532261821569997
2023-09-01,Western,Rubavu,Bugeshi,34344,36,1.0482180293501049
2023-10-01,Western,Rubavu,Bugeshi,34344,36,1.0482180293501049
2023-11-01,Western,Rubavu,Bugeshi,34344,42,1.2229210342417889
2023-12-01,Western,Rubavu,Bugeshi,34344,59,1.717912881434894
2024-01-01,Western,Rubavu,Bugeshi,34802,27,0.7758174817539222
2024-02-01,Western,Rubavu,Bugeshi,34802,20,0.5746796161140164
2024-03-01,Western,Rubavu,Bugeshi,34802,16,0.45974369289121314
2024-04-01,Western,Rubavu,Bugeshi,34802,34,0.9769553473938279
2024-05-01,Western,Rubavu,Bugeshi,34802,37,1.0631572898109303
2024-06-01,Western,Rubavu,Bugeshi,34802,33,0.9482213665881271
2024-07-01,Western,Rubavu,Bugeshi,34802,32,0.9194873857824263
2024-08-01,Western,Rubavu,Bugeshi,34802,21,0.6034135969197172
2024-09-01,Western,Rubavu,Bugeshi,34802,31,0.8907534049767254
2024-10-01,Western,Rubavu,Bugeshi,34802,50,1.4366990402850413
2024-11-01,Western,Rubavu,Bugeshi,34802,9,0.25860582725130743
2024-12-01,Western,Rubavu,Bugeshi,34802,10,0.2873398080570082
2025-01-01,Western,Rubavu,Bugeshi,34802,15,0.43100971208551236
2025-02-01,Western,Rubavu,Bugeshi,34802,11,0.31607378886270904
2025-03-01,Western,Rubavu,Bugeshi,34802,8,0.22987184644560657
2025-04-01,Western,Rubavu,Bugeshi,34802,12,0.34480776966840987
2025-05-01,Western,Rubavu,Bugeshi,34802,10,0.2873398080570082
2020-01-01,Northern,Gicumbi,Bukure,19804,1229,62.0581700666532
2020-02-01,Northern,Gicumbi,Bukure,19804,1039,52.464148656837004
2020-03-01,Northern,Gicumbi,Bukure,19804,598,30.195920016158354
2020-04-01,Northern,Gicumbi,Bukure,19804,306,15.451423954756615
2020-05-01,Northern,Gicumbi,Bukure,19804,249,12.573217531811755
2020-06-01,Northern,Gicumbi,Bukure,19804,183,9.24055746313876
2020-07-01,Northern,Gicumbi,Bukure,19804,148,7.473237729751565
2020-08-01,Northern,Gicumbi,Bukure,19804,79,3.9890931125025246
2020-09-01,Northern,Gicumbi,Bukure,19804,106,5.352454049686932
2020-10-01,Northern,Gicumbi,Bukure,19804,77,3.888103413451828
2020-11-01,Northern,Gicumbi,Bukure,19804,68,3.433649767723692
2020-12-01,Northern,Gicumbi,Bukure,19804,122,6.160371642092507
2021-01-01,Northern,Gicumbi,Bukure,20126,225,11.17956871708238
2021-02-01,Northern,Gicumbi,Bukure,20126,224,11.12988174500646
2021-03-01,Northern,Gicumbi,Bukure,20126,210,10.434264135943556
2021-04-01,Northern,Gicumbi,Bukure,20126,174,8.645533141210375
2021-05-01,Northern,Gicumbi,Bukure,20126,244,12.123621186524893
2021-06-01,Northern,Gicumbi,Bukure,20126,290,14.40922190201729
2021-07-01,Northern,Gicumbi,Bukure,20126,163,8.098976448375236
2021-08-01,Northern,Gicumbi,Bukure,20126,74,3.676835933618205
2021-09-01,Northern,Gicumbi,Bukure,20126,133,6.608367286097585
2021-10-01,Northern,Gicumbi,Bukure,20126,319,15.85014409221902
2021-11-01,Northern,Gicumbi,Bukure,20126,613,30.458113882539998
2021-12-01,Northern,Gicumbi,Bukure,20126,751,37.3149160290172
2022-01-01,Northern,Gicumbi,Bukure,20454,1568,76.65982203969882
2022-02-01,Northern,Gicumbi,Bukure,20454,1067,52.165835533392006
2022-03-01,Northern,Gicumbi,Bukure,20454,943,46.10345164759949
2022-04-01,Northern,Gicumbi,Bukure,20454,986,48.20572993057593
2022-05-01,Northern,Gicumbi,Bukure,20454,1439,70.35298719076953
2022-06-01,Northern,Gicumbi,Bukure,20454,1054,51.53026302923634
2022-07-01,Northern,Gicumbi,Bukure,20454,525,25.66735112936345
2022-08-01,Northern,Gicumbi,Bukure,20454,435,21.267233792901145
2022-09-01,Northern,Gicumbi,Bukure,20454,532,26.009582477754964
2022-10-01,Northern,Gicumbi,Bukure,20454,799,39.0632639092598
2022-11-01,Northern,Gicumbi,Bukure,20454,911,44.538965483524
2022-12-01,Northern,Gicumbi,Bukure,20454,716,35.00537792118901
2023-01-01,Northern,Gicumbi,Bukure,20787,599,28.816086977437823
2023-02-01,Northern,Gicumbi,Bukure,20787,598,28.767979987492183
2023-03-01,Northern,Gicumbi,Bukure,20787,511,24.58267186222158
2023-04-01,Northern,Gicumbi,Bukure,20787,485,23.331890123634963
2023-05-01,Northern,Gicumbi,Bukure,20787,410,19.723865877712033
2023-06-01,Northern,Gicumbi,Bukure,20787,430,20.686005676624813
2023-07-01,Northern,Gicumbi,Bukure,20787,310,14.91316688314812
2023-08-01,Northern,Gicumbi,Bukure,20787,233,11.208928657333912
2023-09-01,Northern,Gicumbi,Bukure,20787,375,18.040121229614662
2023-10-01,Northern,Gicumbi,Bukure,20787,652,31.365757444556692
2023-11-01,Northern,Gicumbi,Bukure,20787,946,45.50921248857459
2023-12-01,Northern,Gicumbi,Bukure,20787,1066,51.28205128205128
2024-01-01,Northern,Gicumbi,Bukure,21126,1013,47.95039288081038
2024-02-01,Northern,Gicumbi,Bukure,21126,576,27.264981539335416
2024-03-01,Northern,Gicumbi,Bukure,21126,503,23.809523809523807
2024-04-01,Northern,Gicumbi,Bukure,21126,614,29.063712960333238
2024-05-01,Northern,Gicumbi,Bukure,21126,672,31.80914512922465
2024-06-01,Northern,Gicumbi,Bukure,21126,673,31.856480166619328
2024-07-01,Northern,Gicumbi,Bukure,21126,271,12.827795133958157
2024-08-01,Northern,Gicumbi,Bukure,21126,148,7.005585534412572
2024-09-01,Northern,Gicumbi,Bukure,21126,169,7.999621319700842
2024-10-01,Northern,Gicumbi,Bukure,21126,221,10.461043264224179
2024-11-01,Northern,Gicumbi,Bukure,21126,239,11.313073937328411
2024-12-01,Northern,Gicumbi,Bukure,21126,269,12.733125059168795
2025-01-01,Northern,Gicumbi,Bukure,21126,385,18.223989396951623
2025-02-01,Northern,Gicumbi,Bukure,21126,420,19.880715705765407
2025-03-01,Northern,Gicumbi,Bukure,21126,347,16.4252579759538
2025-04-01,Northern,Gicumbi,Bukure,21126,131,6.2008898987030205
2025-05-01,Northern,Gicumbi,Bukure,21126,114,5.396194262993468
