Date,Province,District,Sector,Population,Simple malaria cases,incidence
2022-08-01,Kigali,Gasabo,Kimihurura,16425,6,0.36529680365296807
2022-09-01,Kigali,Gasabo,Kimihurura,16425,35,2.13089802130898
2022-10-01,Kigali,Gasabo,Kimihurura,16425,4,0.243531202435312
2022-11-01,Kigali,Gasabo,Kimihurura,16425,114,6.940639269406392
2022-12-01,Kigali,Gasabo,Kimihurura,16425,9,0.547945205479452
2023-01-01,Kigali,Gasabo,Kimihurura,15976,21,1.314471707561342
2023-02-01,Kigali,Gasabo,Kimihurura,15976,24,1.5022533800701052
2023-03-01,Kigali,Gasabo,Kimihurura,15976,8,0.500751126690035
2023-04-01,Kigali,Gasabo,Kimihurura,15976,43,2.691537305958938
2023-05-01,Kigali,Gasabo,Kimihurura,15976,5,0.3129694541812719
2023-06-01,Kigali,Gasabo,Kimihurura,15976,40,2.5037556334501754
2023-07-01,Kigali,Gasabo,Kimihurura,15976,3,0.18778167250876315
2023-08-01,Kigali,Gasabo,Kimihurura,15976,0,0.0
2023-09-01,Kigali,Gasabo,Kimihurura,15976,4,0.2503755633450175
2023-10-01,Kigali,Gasabo,Kimihurura,15976,10,0.6259389083625438
2023-11-01,Kigali,Gasabo,Kimihurura,15976,11,0.6885327991987983
2023-12-01,Kigali,Gasabo,Kimihurura,15976,15,0.9389083625438157
2024-01-01,Kigali,Gasabo,Kimihurura,15539,28,1.8019177553253105
2024-02-01,Kigali,Gasabo,Kimihurura,15539,18,1.1583756998519852
2024-03-01,Kigali,Gasabo,Kimihurura,15539,11,0.7078962610206577
2024-04-01,Kigali,Gasabo,Kimihurura,15539,57,3.6681897161979533
2024-05-01,Kigali,Gasabo,Kimihurura,15539,44,2.831585044082631
2024-06-01,Kigali,Gasabo,Kimihurura,15539,86,5.534461677070596
2024-07-01,Kigali,Gasabo,Kimihurura,15539,113,7.272025226848574
2024-08-01,Kigali,Gasabo,Kimihurura,15539,51,3.2820644829139582
2024-09-01,Kigali,Gasabo,Kimihurura,15539,44,2.831585044082631
2025-01-01,Kigali,Gasabo,Kimihurura,15539,0,0.0
2025-02-01,Kigali,Gasabo,Kimihurura,15539,105,6.757191582469915
2025-04-01,Kigali,Gasabo,Kimihurura,15539,54,3.475127099555956
2020-01-01,Kigali,Gasabo,Kimironko,60847,572,9.400627804164545
2020-02-01,Kigali,Gasabo,Kimironko,60847,416,6.836820221210577
2020-03-01,Kigali,Gasabo,Kimironko,60847,214,3.5170180945650564
2020-04-01,Kigali,Gasabo,Kimironko,60847,76,1.2490344634903938
2020-05-01,Kigali,Gasabo,Kimironko,60847,106,1.7420743832892336
2020-06-01,Kigali,Gasabo,Kimironko,60847,74,1.2161651355038046
2020-07-01,Kigali,Gasabo,Kimironko,60847,64,1.051818495570858
2020-08-01,Kigali,Gasabo,Kimironko,60847,73,1.19973047151051
2020-09-01,Kigali,Gasabo,Kimironko,60847,79,1.298338455470278
2021-01-01,Kigali,Gasabo,Kimironko,61289,60,0.97896849353065
2021-02-01,Kigali,Gasabo,Kimironko,61289,137,2.2353113935616507
2021-03-01,Kigali,Gasabo,Kimironko,61289,37,0.603697237677234
2021-04-01,Kigali,Gasabo,Kimironko,61289,37,0.603697237677234
2021-05-01,Kigali,Gasabo,Kimironko,61289,44,0.7179102285891432
2021-06-01,Kigali,Gasabo,Kimironko,61289,23,0.3752712558534158
2021-07-01,Kigali,Gasabo,Kimironko,61289,41,0.6689618039126107
2021-08-01,Kigali,Gasabo,Kimironko,61289,23,0.3752712558534158
2021-09-01,Kigali,Gasabo,Kimironko,61289,35,0.5710649545595458
2021-10-01,Kigali,Gasabo,Kimironko,61289,37,0.603697237677234
2021-11-01,Kigali,Gasabo,Kimironko,61289,35,0.5710649545595458
2021-12-01,Kigali,Gasabo,Kimironko,61289,66,1.076865342883715
2022-01-01,Kigali,Gasabo,Kimironko,61733,104,1.6846743232954822
2022-02-01,Kigali,Gasabo,Kimironko,61733,105,1.700873114865631
2022-03-01,Kigali,Gasabo,Kimironko,61733,122,1.9762525715581618
2022-04-01,Kigali,Gasabo,Kimironko,61733,112,1.814264655856673
2022-05-01,Kigali,Gasabo,Kimironko,61733,197,3.191161939319327
2022-06-01,Kigali,Gasabo,Kimironko,61733,105,1.700873114865631
2022-07-01,Kigali,Gasabo,Kimironko,61733,90,1.457891241313398
2022-08-01,Kigali,Gasabo,Kimironko,61733,96,1.555083990734291
2022-09-01,Kigali,Gasabo,Kimironko,61733,130,2.1058429041193527
2022-10-01,Kigali,Gasabo,Kimironko,61733,190,3.077770398328285
2022-11-01,Kigali,Gasabo,Kimironko,61733,184,2.9805776489073916
2022-12-01,Kigali,Gasabo,Kimironko,61733,236,3.8229148105551327
2023-01-01,Kigali,Gasabo,Kimironko,62181,163,2.62137952107557
2023-02-01,Kigali,Gasabo,Kimironko,62181,91,1.4634695485759317
2023-03-01,Kigali,Gasabo,Kimironko,62181,92,1.4795516315273154
2023-04-01,Kigali,Gasabo,Kimironko,62181,70,1.1257458065968704
2023-05-01,Kigali,Gasabo,Kimironko,62181,146,2.3479841109020443
2023-06-01,Kigali,Gasabo,Kimironko,62181,117,1.8816037053119121
2023-07-01,Kigali,Gasabo,Kimironko,62181,101,1.6242903780897702
2023-08-01,Kigali,Gasabo,Kimironko,62181,89,1.4313053826731639
2023-09-01,Kigali,Gasabo,Kimironko,62181,104,1.6725366269439217
2023-10-01,Kigali,Gasabo,Kimironko,62181,123,1.9780962030202152
2023-11-01,Kigali,Gasabo,Kimironko,62181,177,2.8465286823949434
2023-12-01,Kigali,Gasabo,Kimironko,62181,205,3.2968270050336916
2024-01-01,Kigali,Gasabo,Kimironko,62632,109,1.7403244347937157
2024-02-01,Kigali,Gasabo,Kimironko,62632,154,2.4588069996168094
2024-03-01,Kigali,Gasabo,Kimironko,62632,161,2.570570954144846
2024-04-01,Kigali,Gasabo,Kimironko,62632,165,2.63443607101801
2024-05-01,Kigali,Gasabo,Kimironko,62632,223,3.560480265678886
2024-06-01,Kigali,Gasabo,Kimironko,62632,262,4.183165155192234
2024-07-01,Kigali,Gasabo,Kimironko,62632,259,4.135266317537361
2024-08-01,Kigali,Gasabo,Kimironko,62632,251,4.007536083791033
2024-09-01,Kigali,Gasabo,Kimironko,62632,464,7.408353557287009
2024-10-01,Kigali,Gasabo,Kimironko,62632,755,12.054540809809682
2024-11-01,Kigali,Gasabo,Kimironko,62632,846,13.50747221867416
2024-12-01,Kigali,Gasabo,Kimironko,62632,814,12.996551283688849
2025-01-01,Kigali,Gasabo,Kimironko,62632,1270,20.277174607229533
2025-02-01,Kigali,Gasabo,Kimironko,62632,724,11.559586154042663
2025-03-01,Kigali,Gasabo,Kimironko,62632,782,12.485630348703538
2025-04-01,Kigali,Gasabo,Kimironko,62632,1052,16.7965257376421
2025-05-01,Kigali,Gasabo,Kimironko,62632,301,4.805850044705582
2020-01-01,Kigali,Nyarugenge,Kimisagara,54426,444,8.157865725939809
2020-02-01,Kigali,Nyarugenge,Kimisagara,54426,397,7.2943078675632975
2020-03-01,Kigali,Nyarugenge,Kimisagara,54426,309,5.677433579539191
2020-04-01,Kigali,Nyarugenge,Kimisagara,54426,128,2.3518171462168813
2020-05-01,Kigali,Nyarugenge,Kimisagara,54426,74,1.3596442876566348
2020-06-01,Kigali,Nyarugenge,Kimisagara,54426,66,1.2126557160180798
2020-07-01,Kigali,Nyarugenge,Kimisagara,54426,87,1.5985007165692866
2020-08-01,Kigali,Nyarugenge,Kimisagara,54426,115,2.1129607173042295
2020-09-01,Kigali,Nyarugenge,Kimisagara,54426,149,2.7376621467680886
2020-10-01,Kigali,Nyarugenge,Kimisagara,54426,26,0.4777128578253041
2020-11-01,Kigali,Nyarugenge,Kimisagara,54426,24,0.44096571491566533
2020-12-01,Kigali,Nyarugenge,Kimisagara,54426,12,0.22048285745783266
2021-01-01,Kigali,Nyarugenge,Kimisagara,55470,171,3.082747431043807
2021-02-01,Kigali,Nyarugenge,Kimisagara,55470,93,1.67658193618172
2021-03-01,Kigali,Nyarugenge,Kimisagara,55470,108,1.9469983775013522
2021-04-01,Kigali,Nyarugenge,Kimisagara,55470,94,1.6946096989363622
2021-05-01,Kigali,Nyarugenge,Kimisagara,55470,136,2.4517757346313322
2021-06-01,Kigali,Nyarugenge,Kimisagara,55470,82,1.4782765458806562
2021-07-01,Kigali,Nyarugenge,Kimisagara,55470,78,1.4061654948620874
2021-08-01,Kigali,Nyarugenge,Kimisagara,55470,69,1.2439156300703085
2021-09-01,Kigali,Nyarugenge,Kimisagara,55470,66,1.1898323418063819
2021-10-01,Kigali,Nyarugenge,Kimisagara,55470,68,1.2258878673156661
2021-11-01,Kigali,Nyarugenge,Kimisagara,55470,136,2.4517757346313322
2021-12-01,Kigali,Nyarugenge,Kimisagara,55470,138,2.487831260140617
2022-01-01,Kigali,Nyarugenge,Kimisagara,56534,199,3.5200056603106096
2022-02-01,Kigali,Nyarugenge,Kimisagara,56534,187,3.3077440124526833
2022-03-01,Kigali,Nyarugenge,Kimisagara,56534,305,5.394983549722291
2022-04-01,Kigali,Nyarugenge,Kimisagara,56534,148,2.617893656914423
2022-05-01,Kigali,Nyarugenge,Kimisagara,56534,238,4.20985601584887
2022-06-01,Kigali,Nyarugenge,Kimisagara,56534,232,4.103725191919907
2022-07-01,Kigali,Nyarugenge,Kimisagara,56534,173,3.0601054232851026
2022-08-01,Kigali,Nyarugenge,Kimisagara,56534,143,2.529451303640287
2022-09-01,Kigali,Nyarugenge,Kimisagara,56534,165,2.918597658046485
2022-10-01,Kigali,Nyarugenge,Kimisagara,56534,204,3.6084480135847454
2022-11-01,Kigali,Nyarugenge,Kimisagara,56534,104,1.839600948102027
2022-12-01,Kigali,Nyarugenge,Kimisagara,56534,80,1.4150776523861746
2023-01-01,Kigali,Nyarugenge,Kimisagara,57618,87,1.509944808913881
2023-02-01,Kigali,Nyarugenge,Kimisagara,57618,64,1.1107639973619354
2023-03-01,Kigali,Nyarugenge,Kimisagara,57618,69,1.1975424346558368
2023-04-01,Kigali,Nyarugenge,Kimisagara,57618,42,0.7289388732687702
2023-05-01,Kigali,Nyarugenge,Kimisagara,57618,88,1.5273004963726613
2023-06-01,Kigali,Nyarugenge,Kimisagara,57618,82,1.4231663716199798
2023-07-01,Kigali,Nyarugenge,Kimisagara,57618,32,0.5553819986809677
2023-08-01,Kigali,Nyarugenge,Kimisagara,57618,39,0.6768718108924295
2023-09-01,Kigali,Nyarugenge,Kimisagara,57618,68,1.1801867471970566
2023-10-01,Kigali,Nyarugenge,Kimisagara,57618,78,1.353743621784859
2023-11-01,Kigali,Nyarugenge,Kimisagara,57618,98,1.7008573709604637
2023-12-01,Kigali,Nyarugenge,Kimisagara,57618,134,2.3256621194765525
2024-01-01,Kigali,Nyarugenge,Kimisagara,58723,137,2.332987074911023
2024-02-01,Kigali,Nyarugenge,Kimisagara,58723,101,1.7199393763942576
2024-03-01,Kigali,Nyarugenge,Kimisagara,58723,125,2.1286378420721013
2024-04-01,Kigali,Nyarugenge,Kimisagara,58723,112,1.9072595064966027
2024-05-01,Kigali,Nyarugenge,Kimisagara,58723,174,2.9630638761643646
2024-06-01,Kigali,Nyarugenge,Kimisagara,58723,230,3.916693629412666
2024-07-01,Kigali,Nyarugenge,Kimisagara,58723,169,2.8779183624814806
2024-08-01,Kigali,Nyarugenge,Kimisagara,58723,283,4.819236074451237
2024-09-01,Kigali,Nyarugenge,Kimisagara,58723,298,5.07467261549989
2024-10-01,Kigali,Nyarugenge,Kimisagara,58723,309,5.261992745602234
2024-11-01,Kigali,Nyarugenge,Kimisagara,58723,356,6.062360574221344
2024-12-01,Kigali,Nyarugenge,Kimisagara,58723,426,7.254397765781721
2025-01-01,Kigali,Nyarugenge,Kimisagara,58723,454,7.731212642405872
2025-02-01,Kigali,Nyarugenge,Kimisagara,58723,340,5.789894930436116
2025-03-01,Kigali,Nyarugenge,Kimisagara,58723,334,5.687720314016654
2025-04-01,Kigali,Nyarugenge,Kimisagara,58723,314,5.347138259285118
2025-05-01,Kigali,Nyarugenge,Kimisagara,58723,256,4.359450300563664
2020-01-01,Northern,Musanze,Kimonyi,20297,30,1.4780509434891855
2020-02-01,Northern,Musanze,Kimonyi,20297,22,1.0839040252254029
2020-03-01,Northern,Musanze,Kimonyi,20297,7,0.34487855348081
2020-04-01,Northern,Musanze,Kimonyi,20297,4,0.19707345913189142
2020-05-01,Northern,Musanze,Kimonyi,20297,3,0.14780509434891856
2020-06-01,Northern,Musanze,Kimonyi,20297,4,0.19707345913189142
2020-07-01,Northern,Musanze,Kimonyi,20297,1,0.049268364782972855
2020-08-01,Northern,Musanze,Kimonyi,20297,7,0.34487855348081
2020-09-01,Northern,Musanze,Kimonyi,20297,1,0.049268364782972855
2020-10-01,Northern,Musanze,Kimonyi,20297,4,0.19707345913189142
2020-11-01,Northern,Musanze,Kimonyi,20297,1,0.049268364782972855
2020-12-01,Northern,Musanze,Kimonyi,20297,1,0.049268364782972855
2021-01-01,Northern,Musanze,Kimonyi,20977,5,0.23835629498975067
2021-02-01,Northern,Musanze,Kimonyi,20977,3,0.1430137769938504
2021-03-01,Northern,Musanze,Kimonyi,20977,3,0.1430137769938504
2021-04-01,Northern,Musanze,Kimonyi,20977,0,0.0
2021-05-01,Northern,Musanze,Kimonyi,20977,4,0.19068503599180053
2021-06-01,Northern,Musanze,Kimonyi,20977,2,0.09534251799590027
2021-07-01,Northern,Musanze,Kimonyi,20977,4,0.19068503599180053
2021-08-01,Northern,Musanze,Kimonyi,20977,1,0.04767125899795013
2021-09-01,Northern,Musanze,Kimonyi,20977,4,0.19068503599180053
2021-10-01,Northern,Musanze,Kimonyi,20977,8,0.38137007198360107
2021-11-01,Northern,Musanze,Kimonyi,20977,7,0.33369881298565096
2021-12-01,Northern,Musanze,Kimonyi,20977,1,0.04767125899795013
2022-01-01,Northern,Musanze,Kimonyi,21681,10,0.4612333379456667
2022-02-01,Northern,Musanze,Kimonyi,21681,3,0.1383700013837
2022-03-01,Northern,Musanze,Kimonyi,21681,7,0.3228633365619667
2022-04-01,Northern,Musanze,Kimonyi,21681,9,0.41511000415110005
2022-05-01,Northern,Musanze,Kimonyi,21681,7,0.3228633365619667
2022-06-01,Northern,Musanze,Kimonyi,21681,1,0.04612333379456667
2022-07-01,Northern,Musanze,Kimonyi,21681,2,0.09224666758913334
2022-08-01,Northern,Musanze,Kimonyi,21681,10,0.4612333379456667
2022-09-01,Northern,Musanze,Kimonyi,21681,5,0.23061666897283334
2022-10-01,Northern,Musanze,Kimonyi,21681,5,0.23061666897283334
2022-11-01,Northern,Musanze,Kimonyi,21681,11,0.5073566717402334
2022-12-01,Northern,Musanze,Kimonyi,21681,9,0.41511000415110005
2023-01-01,Northern,Musanze,Kimonyi,22408,8,0.3570153516601214
2023-02-01,Northern,Musanze,Kimonyi,22408,4,0.1785076758300607
2023-03-01,Northern,Musanze,Kimonyi,22408,5,0.22313459478757589
2023-04-01,Northern,Musanze,Kimonyi,22408,7,0.3123884327026062
2023-05-01,Northern,Musanze,Kimonyi,22408,9,0.4016422706176366
2023-06-01,Northern,Musanze,Kimonyi,22408,10,0.44626918957515177
2023-07-01,Northern,Musanze,Kimonyi,22408,7,0.3123884327026062
2023-08-01,Northern,Musanze,Kimonyi,22408,5,0.22313459478757589
2023-09-01,Northern,Musanze,Kimonyi,22408,9,0.4016422706176366
2023-10-01,Northern,Musanze,Kimonyi,22408,30,1.3388075687254553
2023-11-01,Northern,Musanze,Kimonyi,22408,25,1.1156729739378795
2023-12-01,Northern,Musanze,Kimonyi,22408,16,0.7140307033202428
2024-01-01,Northern,Musanze,Kimonyi,23160,8,0.3454231433506045
2024-02-01,Northern,Musanze,Kimonyi,23160,10,0.4317789291882556
2024-03-01,Northern,Musanze,Kimonyi,23160,11,0.4749568221070812
2024-04-01,Northern,Musanze,Kimonyi,23160,25,1.079447322970639
2024-05-01,Northern,Musanze,Kimonyi,23160,20,0.8635578583765112
2024-06-01,Northern,Musanze,Kimonyi,23160,11,0.4749568221070812
2024-07-01,Northern,Musanze,Kimonyi,23160,15,0.6476683937823834
2024-08-01,Northern,Musanze,Kimonyi,23160,17,0.7340241796200345
2024-09-01,Northern,Musanze,Kimonyi,23160,18,0.7772020725388601
2024-10-01,Northern,Musanze,Kimonyi,23160,23,0.9930915371329878
2024-11-01,Northern,Musanze,Kimonyi,23160,31,1.3385146804835926
2024-12-01,Northern,Musanze,Kimonyi,23160,33,1.4248704663212435
2025-01-01,Northern,Musanze,Kimonyi,23160,32,1.381692573402418
2025-02-01,Northern,Musanze,Kimonyi,23160,17,0.7340241796200345
2025-03-01,Northern,Musanze,Kimonyi,23160,14,0.6044905008635578
2025-04-01,Northern,Musanze,Kimonyi,23160,16,0.690846286701209
2025-05-01,Northern,Musanze,Kimonyi,23160,20,0.8635578583765112
2020-01-01,Southern,Huye,Kinazi,31509,15,0.4760544606302961
2020-02-01,Southern,Huye,Kinazi,31509,17,0.5395283887143356
2020-03-01,Southern,Huye,Kinazi,31509,10,0.31736964042019744
2020-04-01,Southern,Huye,Kinazi,31509,3,0.09521089212605921
2020-05-01,Southern,Huye,Kinazi,31509,3,0.09521089212605921
2020-06-01,Southern,Huye,Kinazi,31509,7,0.22215874829413818
2020-07-01,Southern,Huye,Kinazi,31509,2,0.06347392808403948
2020-08-01,Southern,Huye,Kinazi,31509,4,0.12694785616807897
2020-09-01,Southern,Huye,Kinazi,31509,8,0.25389571233615793
2021-01-01,Southern,Huye,Kinazi,32302,2,0.06191567085629373
2021-02-01,Southern,Huye,Kinazi,32302,3,0.09287350628444059
2021-03-01,Southern,Huye,Kinazi,32302,3,0.09287350628444059
2021-04-01,Southern,Huye,Kinazi,32302,3,0.09287350628444059
2021-05-01,Southern,Huye,Kinazi,32302,4,0.12383134171258746
2021-06-01,Southern,Huye,Kinazi,32302,2,0.06191567085629373
2021-07-01,Southern,Huye,Kinazi,32302,8,0.24766268342517492
2021-08-01,Southern,Huye,Kinazi,32302,6,0.18574701256888118
2021-09-01,Southern,Huye,Kinazi,32302,21,0.6501145439910841
2021-10-01,Southern,Huye,Kinazi,32302,11,0.34053618970961547
2021-11-01,Southern,Huye,Kinazi,32302,10,0.3095783542814687
2021-12-01,Southern,Huye,Kinazi,32302,4,0.12383134171258746
2022-01-01,Southern,Huye,Kinazi,33114,7,0.21139095246723438
2022-02-01,Southern,Huye,Kinazi,33114,0,0.0
2022-03-01,Southern,Huye,Kinazi,33114,2,0.0603974149906384
2022-04-01,Southern,Huye,Kinazi,33114,0,0.0
2022-05-01,Southern,Huye,Kinazi,33114,6,0.1811922449719152
2022-06-01,Southern,Huye,Kinazi,33114,2,0.0603974149906384
2022-07-01,Southern,Huye,Kinazi,33114,2,0.0603974149906384
2022-08-01,Southern,Huye,Kinazi,33114,4,0.1207948299812768
2022-09-01,Southern,Huye,Kinazi,33114,4,0.1207948299812768
2022-10-01,Southern,Huye,Kinazi,33114,6,0.1811922449719152
2022-11-01,Southern,Huye,Kinazi,33114,1,0.0301987074953192
2022-12-01,Southern,Huye,Kinazi,33114,0,0.0
2023-01-01,Southern,Huye,Kinazi,33947,3,0.08837305211064306
2023-02-01,Southern,Huye,Kinazi,33947,0,0.0
2023-03-01,Southern,Huye,Kinazi,33947,1,0.02945768403688102
2023-04-01,Southern,Huye,Kinazi,33947,0,0.0
2023-05-01,Southern,Huye,Kinazi,33947,1,0.02945768403688102
2023-06-01,Southern,Huye,Kinazi,33947,0,0.0
2023-07-01,Southern,Huye,Kinazi,33947,2,0.05891536807376204
2023-08-01,Southern,Huye,Kinazi,33947,1,0.02945768403688102
2023-09-01,Southern,Huye,Kinazi,33947,1,0.02945768403688102
2023-11-01,Southern,Huye,Kinazi,33947,13,0.38294989247945327
2023-12-01,Southern,Huye,Kinazi,33947,4,0.11783073614752408
2024-01-01,Southern,Huye,Kinazi,34801,11,0.31608287118186257
2024-02-01,Southern,Huye,Kinazi,34801,23,0.6609005488348036
2024-03-01,Southern,Huye,Kinazi,34801,16,0.4597569035372547
2024-04-01,Southern,Huye,Kinazi,34801,23,0.6609005488348036
2024-05-01,Southern,Huye,Kinazi,34801,10,0.28734806471078417
2024-06-01,Southern,Huye,Kinazi,34801,2,0.057469612942156835
2024-07-01,Southern,Huye,Kinazi,34801,6,0.1724088388264705
2024-08-01,Southern,Huye,Kinazi,34801,12,0.344817677652941
2024-09-01,Southern,Huye,Kinazi,34801,25,0.7183701617769604
2024-10-01,Southern,Huye,Kinazi,34801,52,1.4942099364960777
2024-11-01,Southern,Huye,Kinazi,34801,27,0.7758397747191172
2024-12-01,Southern,Huye,Kinazi,34801,8,0.22987845176862734
2025-01-01,Southern,Huye,Kinazi,34801,16,0.4597569035372547
2025-02-01,Southern,Huye,Kinazi,34801,8,0.22987845176862734
2025-03-01,Southern,Huye,Kinazi,34801,3,0.08620441941323526
2025-04-01,Southern,Huye,Kinazi,34801,2,0.057469612942156835
2025-05-01,Southern,Huye,Kinazi,34801,9,0.25861325823970577
2020-01-01,Southern,Ruhango,Kinazi,49451,1112,22.4869062304099
2020-02-01,Southern,Ruhango,Kinazi,49451,1032,20.869143192250917
2020-03-01,Southern,Ruhango,Kinazi,49451,1202,24.30688964833876
2020-04-01,Southern,Ruhango,Kinazi,49451,827,16.723625406968512
2020-05-01,Southern,Ruhango,Kinazi,49451,1217,24.610220217993568
2020-06-01,Southern,Ruhango,Kinazi,49451,982,19.85804129340155
2020-07-01,Southern,Ruhango,Kinazi,49451,861,17.411174698186084
2020-08-01,Southern,Ruhango,Kinazi,49451,1314,26.57175790176134
2020-09-01,Southern,Ruhango,Kinazi,49451,2681,54.21528381630301
2020-10-01,Southern,Ruhango,Kinazi,49451,1085,21.94091120503124
2020-11-01,Southern,Ruhango,Kinazi,49451,492,9.949242684677762
2020-12-01,Southern,Ruhango,Kinazi,49451,743,15.02497421690158
2021-01-01,Southern,Ruhango,Kinazi,50228,436,8.68041729712511
2021-02-01,Southern,Ruhango,Kinazi,50228,478,9.516604284462849
2021-03-01,Southern,Ruhango,Kinazi,50228,569,11.328342757027952
2021-04-01,Southern,Ruhango,Kinazi,50228,489,9.7356056382894
2021-05-01,Southern,Ruhango,Kinazi,50228,636,12.66226009397149
2021-06-01,Southern,Ruhango,Kinazi,50228,1000,19.909213984231904
2021-07-01,Southern,Ruhango,Kinazi,50228,949,18.893844071036078
2021-08-01,Southern,Ruhango,Kinazi,50228,1695,33.74611770327308
2021-09-01,Southern,Ruhango,Kinazi,50228,1805,35.93613124153858
2021-10-01,Southern,Ruhango,Kinazi,50228,2899,57.71681134028828
2021-11-01,Southern,Ruhango,Kinazi,50228,1130,22.497411802182047
2021-12-01,Southern,Ruhango,Kinazi,50228,394,7.8442303097873705
2022-01-01,Southern,Ruhango,Kinazi,51016,404,7.919084208875647
2022-02-01,Southern,Ruhango,Kinazi,51016,294,5.762897914379802
2022-03-01,Southern,Ruhango,Kinazi,51016,280,5.488474204171241
2022-04-01,Southern,Ruhango,Kinazi,51016,179,3.5087031519523286
2022-05-01,Southern,Ruhango,Kinazi,51016,224,4.390779363336993
2022-06-01,Southern,Ruhango,Kinazi,51016,201,3.9399404108514973
2022-07-01,Southern,Ruhango,Kinazi,51016,85,1.666143954837698
2022-08-01,Southern,Ruhango,Kinazi,51016,47,0.9212795985573153
2022-09-01,Southern,Ruhango,Kinazi,51016,35,0.6860592755214051
2022-10-01,Southern,Ruhango,Kinazi,51016,29,0.5684491140034499
2022-11-01,Southern,Ruhango,Kinazi,51016,47,0.9212795985573153
2022-12-01,Southern,Ruhango,Kinazi,51016,35,0.6860592755214051
2023-01-01,Southern,Ruhango,Kinazi,51817,47,0.9070382306964896
2023-02-01,Southern,Ruhango,Kinazi,51817,42,0.8105448018989906
2023-03-01,Southern,Ruhango,Kinazi,51817,35,0.6754540015824922
2023-04-01,Southern,Ruhango,Kinazi,51817,17,0.32807765791149623
2023-05-01,Southern,Ruhango,Kinazi,51817,50,0.9649342879749889
2023-06-01,Southern,Ruhango,Kinazi,51817,26,0.5017658297469942
2023-07-01,Southern,Ruhango,Kinazi,51817,21,0.4052724009494953
2023-08-01,Southern,Ruhango,Kinazi,51817,16,0.30877897215199646
2023-09-01,Southern,Ruhango,Kinazi,51817,10,0.19298685759499778
2023-10-01,Southern,Ruhango,Kinazi,51817,41,0.7912461161394909
2023-11-01,Southern,Ruhango,Kinazi,51817,22,0.4245710867089951
2023-12-01,Southern,Ruhango,Kinazi,51817,14,0.2701816006329969
2024-01-01,Southern,Ruhango,Kinazi,52630,19,0.3610108303249097
2024-02-01,Southern,Ruhango,Kinazi,52630,33,0.627018810564317
2024-03-01,Southern,Ruhango,Kinazi,52630,20,0.38001140034201025
2024-04-01,Southern,Ruhango,Kinazi,52630,6,0.11400342010260309
2024-05-01,Southern,Ruhango,Kinazi,52630,3,0.05700171005130154
2024-06-01,Southern,Ruhango,Kinazi,52630,6,0.11400342010260309
2024-07-01,Southern,Ruhango,Kinazi,52630,12,0.22800684020520617
2024-08-01,Southern,Ruhango,Kinazi,52630,26,0.49401482044461337
2024-09-01,Southern,Ruhango,Kinazi,52630,46,0.8740262207866235
2024-10-01,Southern,Ruhango,Kinazi,52630,88,1.672050161504845
2024-11-01,Southern,Ruhango,Kinazi,52630,103,1.9570587117613527
2024-12-01,Southern,Ruhango,Kinazi,52630,37,0.703021090632719
2025-01-01,Southern,Ruhango,Kinazi,52630,38,0.7220216606498194
2025-02-01,Southern,Ruhango,Kinazi,52630,19,0.3610108303249097
2025-03-01,Southern,Ruhango,Kinazi,52630,33,0.627018810564317
2025-04-01,Southern,Ruhango,Kinazi,52630,35,0.6650199505985179
2025-05-01,Southern,Ruhango,Kinazi,52630,13,0.24700741022230668
2020-01-01,Northern,Musanze,Kinigi,31211,10,0.32039985902406204
2020-02-01,Northern,Musanze,Kinigi,31211,9,0.28835987312165584
2020-03-01,Northern,Musanze,Kinigi,31211,9,0.28835987312165584
2020-04-01,Northern,Musanze,Kinigi,31211,11,0.35243984492646824
2020-05-01,Northern,Musanze,Kinigi,31211,3,0.09611995770721861
2020-06-01,Northern,Musanze,Kinigi,31211,3,0.09611995770721861
2020-07-01,Northern,Musanze,Kinigi,31211,2,0.06407997180481241
2020-08-01,Northern,Musanze,Kinigi,31211,4,0.12815994360962482
2020-09-01,Northern,Musanze,Kinigi,31211,3,0.09611995770721861
2020-10-01,Northern,Musanze,Kinigi,31211,0,0.0
2020-11-01,Northern,Musanze,Kinigi,31211,0,0.0
2020-12-01,Northern,Musanze,Kinigi,31211,0,0.0
2021-01-01,Northern,Musanze,Kinigi,31749,3,0.09449116507606539
2021-02-01,Northern,Musanze,Kinigi,31749,3,0.09449116507606539
2021-03-01,Northern,Musanze,Kinigi,31749,3,0.09449116507606539
2021-04-01,Northern,Musanze,Kinigi,31749,1,0.03149705502535513
2021-05-01,Northern,Musanze,Kinigi,31749,1,0.03149705502535513
2021-06-01,Northern,Musanze,Kinigi,31749,2,0.06299411005071026
2021-07-01,Northern,Musanze,Kinigi,31749,2,0.06299411005071026
2021-08-01,Northern,Musanze,Kinigi,31749,1,0.03149705502535513
2021-09-01,Northern,Musanze,Kinigi,31749,0,0.0
2021-10-01,Northern,Musanze,Kinigi,31749,3,0.09449116507606539
2021-11-01,Northern,Musanze,Kinigi,31749,2,0.06299411005071026
2021-12-01,Northern,Musanze,Kinigi,31749,3,0.09449116507606539
2022-01-01,Northern,Musanze,Kinigi,32297,3,0.0928878843236214
2022-02-01,Northern,Musanze,Kinigi,32297,5,0.15481314053936898
2022-03-01,Northern,Musanze,Kinigi,32297,2,0.06192525621574759
2022-04-01,Northern,Musanze,Kinigi,32297,6,0.1857757686472428
