Date,Province,District,Population,all cases,Severe cases/Deaths,all cases incidence,Severe cases/Deaths incidence
2023-12-01,South,Nyamagabe,383347,5601,18.0,14.61078344163382,0.04695484769673429
2024-01-01,South,Nyamagabe,387733,6320,17.0,16.299876461379352,0.043844604405609014
2024-02-01,South,Nyamagabe,387733,5375,12.0,13.86263227530285,0.030949132521606363
2024-03-01,South,Nyamagabe,387733,5357,23.0,13.81620857652044,0.059319170666412194
2024-04-01,South,Nyamagabe,387733,4706,12.0,12.137218137223295,0.030949132521606363
2024-05-01,South,Nyamagabe,387733,5555,8.0,14.326869263126946,0.020632755014404244
2024-06-01,South,Nyamagabe,387733,3082,8.0,7.948768869299234,0.020632755014404244
2024-07-01,South,Nyamagabe,387733,1907,3.0,4.918332976558611,0.007737283130401591
2024-08-01,South,Nyamagabe,387733,1469,6.0,3.788689639519979,0.015474566260803181
2024-09-01,South,Nyamagabe,387733,1449,4.0,3.7371077519839684,0.010316377507202122
2024-10-01,South,Nyamagabe,387733,1883,12.0,4.856434711515399,0.030949132521606363
2024-11-01,South,Nyamagabe,387733,2263,9.0,5.8364905746996,0.023211849391204773
2024-12-01,South,Nyamagabe,387733,1862,4.0,4.802273729602588,0.010316377507202122
2025-01-01,South,Nyamagabe,387733,2225,7.0,5.73848498838118,0.018053660637603712
2025-02-01,South,Nyamagabe,387733,2591,13.0,6.682433530290173,0.03352822689840689
2025-03-01,South,Nyamagabe,387733,2056,10.0,5.30261803870189,0.025790943768005302
2025-04-01,South,Nyamagabe,387733,1621,8.0,4.18071198479366,0.020632755014404244
2025-05-01,South,Nyamagabe,387733,2258,2.0,5.823595102815597,0.005158188753601061
2020-01-01,West,Nyamasheke,415794,33302,108.0,80.09254582798212,0.2597440078500411
2020-02-01,West,Nyamasheke,415794,35253,90.0,84.78477322905093,0.2164533398750343
2020-03-01,West,Nyamasheke,415794,22003,66.0,52.91803152522644,0.1587324492416918
2020-04-01,West,Nyamasheke,415794,18788,39.0,45.18583721746827,0.09379644727918152
2020-05-01,West,Nyamasheke,415794,18493,41.0,44.476351270100096,0.09860652149862673
2020-06-01,West,Nyamasheke,415794,21234,57.0,51.06855798784975,0.13708711525418837
2020-07-01,West,Nyamasheke,415794,17710,54.0,42.593207213187306,0.12987200392502055
2020-08-01,West,Nyamasheke,415794,13001,31.0,31.267887463503563,0.07455615040140069
2020-09-01,West,Nyamasheke,415794,10473,32.0,25.187953650124822,0.0769611875111233
2020-10-01,West,Nyamasheke,415794,5488,,13.198843658157644,
2020-11-01,West,Nyamasheke,415794,4584,,11.024690110968411,
2020-12-01,West,Nyamasheke,415794,5412,,13.016060837818728,
2021-01-01,West,Nyamasheke,420411,6857,14.0,16.310229751362357,0.03330074617457678
2021-02-01,West,Nyamasheke,420411,5004,4.0,11.902638132684444,0.009514498907021938
2021-03-01,West,Nyamasheke,420411,5226,2.0,12.430692822024163,0.004757249453510969
2021-04-01,West,Nyamasheke,420411,5959,4.0,14.174224746735932,0.009514498907021938
2021-05-01,West,Nyamasheke,420411,6155,6.0,14.640435193180007,0.014271748360532906
2021-06-01,West,Nyamasheke,420411,4125,1.0,9.811826997866374,0.0023786247267554845
2021-07-01,West,Nyamasheke,420411,3652,4.0,8.68673750211103,0.009514498907021938
2021-08-01,West,Nyamasheke,420411,4258,9.0,10.128184086524854,0.02140762254079936
2021-09-01,West,Nyamasheke,420411,4280,1.0,10.180513830513474,0.0023786247267554845
2021-10-01,West,Nyamasheke,420411,3351,6.0,7.970771459357628,0.014271748360532906
2021-11-01,West,Nyamasheke,420411,4241,6.0,10.08774746617001,0.014271748360532906
2021-12-01,West,Nyamasheke,420411,4128,7.0,9.81896287204664,0.01665037308728839
2022-01-01,West,Nyamasheke,425118,6326,6.0,14.88057433465532,0.014113728423637673
2022-02-01,West,Nyamasheke,425118,5274,7.0,12.405967284377514,0.01646601649424395
2022-03-01,West,Nyamasheke,425118,3093,11.0,7.27562700238522,0.025875168776669066
2022-04-01,West,Nyamasheke,425118,2502,2.0,5.88542475265691,0.0047045761412125575
2022-05-01,West,Nyamasheke,425118,2738,3.0,6.440564737319991,0.007056864211818836
2022-06-01,West,Nyamasheke,425118,3573,7.0,8.404725276276235,0.01646601649424395
2022-07-01,West,Nyamasheke,425118,3454,5.0,8.124802995874086,0.011761440353031394
2022-08-01,West,Nyamasheke,425118,3658,11.0,8.604669762277767,0.025875168776669066
2022-09-01,West,Nyamasheke,425118,3576,12.0,8.411782140488054,0.028227456847275345
2022-10-01,West,Nyamasheke,425118,3555,10.0,8.36238409100532,0.023522880706062788
2022-11-01,West,Nyamasheke,425118,3475,4.0,8.174201045356819,0.009409152282425115
2022-12-01,West,Nyamasheke,425118,3269,8.0,7.689629702811925,0.01881830456485023
2023-01-01,West,Nyamasheke,429910,3596,3.0,8.364541415645133,0.006978204740527087
2023-02-01,West,Nyamasheke,429910,3042,4.0,7.075899606894466,0.009304272987369449
2023-03-01,West,Nyamasheke,429910,2158,2.0,5.019655276685818,0.0046521364936847245
2023-04-01,West,Nyamasheke,429910,1461,1.0,3.3983857086366913,0.0023260682468423622
2023-05-01,West,Nyamasheke,429910,1566,3.0,3.6426228745551397,0.006978204740527087
2023-06-01,West,Nyamasheke,429910,1727,3.0,4.017119862296759,0.006978204740527087
2023-07-01,West,Nyamasheke,429910,1957,3.0,4.552115559070503,0.006978204740527087
2023-08-01,West,Nyamasheke,429910,1766,3.0,4.107836523923612,0.006978204740527087
2023-09-01,West,Nyamasheke,429910,1813,3.0,4.217161731525203,0.006978204740527087
2023-10-01,West,Nyamasheke,429910,2731,7.0,6.352492382126491,0.016282477727896535
2023-11-01,West,Nyamasheke,429910,3144,8.0,7.313158568072387,0.018608545974738898
2023-12-01,West,Nyamasheke,429910,4803,23.0,11.172105789583867,0.053499569677374334
2024-01-01,West,Nyamasheke,434792,8415,3.0,19.35408195182984,0.006899850963219194
2024-02-01,West,Nyamasheke,434792,5156,11.0,11.858543855452721,0.02529945353180371
2024-03-01,West,Nyamasheke,434792,3414,11.0,7.8520303961434434,0.02529945353180371
2024-04-01,West,Nyamasheke,434792,3249,12.0,7.472538593166387,0.027599403852876778
2024-05-01,West,Nyamasheke,434792,4313,9.0,9.919685734788128,0.020699552889657583
2024-06-01,West,Nyamasheke,434792,6766,21.0,15.561463872380356,0.048298956742534364
2024-07-01,West,Nyamasheke,434792,5466,22.0,12.571528454985373,0.05059890706360742
2024-08-01,West,Nyamasheke,434792,4893,20.0,11.253656921010506,0.04599900642146129
2024-09-01,West,Nyamasheke,434792,5095,20.0,11.718246885867265,0.04599900642146129
2024-10-01,West,Nyamasheke,434792,7667,23.0,17.633719111667187,0.05289885738468049
2024-11-01,West,Nyamasheke,434792,7336,17.0,16.872435555392006,0.03909915545824211
2024-12-01,West,Nyamasheke,434792,4725,6.0,10.867265267070232,0.013799701926438389
2025-01-01,West,Nyamasheke,434792,3429,7.0,7.88652965095954,0.016099652247511455
2025-02-01,West,Nyamasheke,434792,2683,5.0,6.1707667114390325,0.011499751605365323
2025-03-01,West,Nyamasheke,434792,2258,8.0,5.19328782498298,0.018399602568584517
2025-04-01,West,Nyamasheke,434792,2266,3.0,5.211687427551565,0.006899850963219194
2025-05-01,West,Nyamasheke,434792,1711,2.0,3.935214999356014,0.004599900642146129
2020-01-01,South,Nyanza,345354,3861,4.0,11.179832867145016,0.011582318432680669
2020-02-01,South,Nyanza,345354,3153,4.0,9.129762504560537,0.011582318432680669
2020-03-01,South,Nyanza,345354,2546,0.0,7.3721456824012455,0.0
2020-04-01,South,Nyanza,345354,1309,0.0,3.7903137070947492,0.0
2020-05-01,South,Nyanza,345354,1644,1.0,4.760332875831756,0.002895579608170167
2020-06-01,South,Nyanza,345354,1498,2.0,4.337578253038911,0.005791159216340334
2020-07-01,South,Nyanza,345354,1478,2.0,4.279666660875508,0.005791159216340334
2020-08-01,South,Nyanza,345354,1450,1.0,4.198590431846743,0.002895579608170167
2020-09-01,South,Nyanza,345354,2837,1.0,8.214759348378765,0.002895579608170167
2020-10-01,South,Nyanza,345354,2017,,5.840384069679227,
2020-11-01,South,Nyanza,345354,2328,,6.74090932782015,
2020-12-01,South,Nyanza,345354,3460,,10.018705444268779,
2021-01-01,South,Nyanza,348799,5255,7.0,15.065983560732686,0.020068864876332786
2021-02-01,South,Nyanza,348799,3475,4.0,9.962757920750919,0.01146792278647588
2021-03-01,South,Nyanza,348799,2998,4.0,8.59520812846367,0.01146792278647588
2021-04-01,South,Nyanza,348799,2671,6.0,7.657705440669268,0.017201884179713817
2021-05-01,South,Nyanza,348799,3396,8.0,9.73626644571802,0.02293584557295176
2021-06-01,South,Nyanza,348799,3622,1.0,10.384204083153909,0.00286698069661897
2021-07-01,South,Nyanza,348799,3638,3.0,10.430075774299812,0.008600942089856909
2021-08-01,South,Nyanza,348799,3462,2.0,9.925487171694874,0.00573396139323794
2021-09-01,South,Nyanza,348799,3688,10.0,10.57342480913076,0.028669806966189697
2021-10-01,South,Nyanza,348799,2632,4.0,7.545893193501128,0.01146792278647588
2021-11-01,South,Nyanza,348799,2547,2.0,7.3021998342885155,0.00573396139323794
2021-12-01,South,Nyanza,348799,2053,2.0,5.885911370158745,0.00573396139323794
2022-01-01,South,Nyanza,352403,2476,5.0,7.02604688382335,0.014188301461678817
2022-02-01,South,Nyanza,352403,1621,4.0,4.599847333876272,0.011350641169343053
2022-03-01,South,Nyanza,352403,1605,5.0,4.5544447691989,0.014188301461678817
2022-04-01,South,Nyanza,352403,1547,1.0,4.389860472243425,0.0028376602923357633
2022-05-01,South,Nyanza,352403,2223,2.0,6.308118829862401,0.005675320584671527
2022-06-01,South,Nyanza,352403,1800,2.0,5.107788526204374,0.005675320584671527
2022-07-01,South,Nyanza,352403,1280,3.0,3.632205174189777,0.00851298087700729
2022-08-01,South,Nyanza,352403,1041,4.0,2.9540043643215297,0.011350641169343053
2022-09-01,South,Nyanza,352403,1202,5.0,3.4108676713875874,0.014188301461678817
2022-10-01,South,Nyanza,352403,1116,4.0,3.1668288862467118,0.011350641169343053
2022-11-01,South,Nyanza,352403,912,1.0,2.5879461866102162,0.0028376602923357633
2022-12-01,South,Nyanza,352403,1099,1.0,3.1185886612770037,0.0028376602923357633
2023-01-01,South,Nyanza,356165,1028,1.0,2.8863026967837944,0.0028076874482332627
2023-02-01,South,Nyanza,356165,859,0.0,2.411803518032373,0.0
2023-03-01,South,Nyanza,356165,568,1.0,1.5947664705964932,0.0028076874482332627
2023-04-01,South,Nyanza,356165,280,1.0,0.7861524855053135,0.0028076874482332627
2023-05-01,South,Nyanza,356165,284,1.0,0.7973832352982466,0.0028076874482332627
2023-06-01,South,Nyanza,356165,680,5.0,1.9092274647986185,0.014038437241166313
2023-07-01,South,Nyanza,356165,410,2.0,1.1511518537756376,0.005615374896466525
2023-08-01,South,Nyanza,356165,410,0.0,1.1511518537756376,0.0
2023-09-01,South,Nyanza,356165,623,2.0,1.7491892802493225,0.005615374896466525
2023-10-01,South,Nyanza,356165,1056,4.0,2.9649179453343253,0.01123074979293305
2023-11-01,South,Nyanza,356165,760,2.0,2.1338424606572794,0.005615374896466525
2023-12-01,South,Nyanza,356165,613,2.0,1.72111240576699,0.005615374896466525
2024-01-01,South,Nyanza,360084,813,4.0,2.25780651181391,0.011108519123315671
2024-02-01,South,Nyanza,360084,694,3.0,1.927328067895269,0.008331389342486754
2024-03-01,South,Nyanza,360084,445,2.0,1.2358227524688683,0.0055542595616578355
2024-04-01,South,Nyanza,360084,669,6.0,1.8578998233745458,0.016662778684973508
2024-05-01,South,Nyanza,360084,655,11.0,1.819020006442941,0.030548427589118098
2024-06-01,South,Nyanza,360084,625,4.0,1.7357061130180735,0.011108519123315671
2024-07-01,South,Nyanza,360084,711,2.0,1.9745392741693604,0.0055542595616578355
2024-08-01,South,Nyanza,360084,1198,7.0,3.327001477433043,0.019439908465802423
2024-09-01,South,Nyanza,360084,2621,11.0,7.278857155552593,0.030548427589118098
2024-10-01,South,Nyanza,360084,4656,40.0,12.930316259539442,0.1110851912331567
2024-11-01,South,Nyanza,360084,2976,26.0,8.264738227746859,0.07220537430155186
2024-12-01,South,Nyanza,360084,1414,12.0,3.9268615100920896,0.033325557369947016
2025-01-01,South,Nyanza,360084,1109,16.0,3.0798369269392696,0.044434076493262684
2025-02-01,South,Nyanza,360084,1366,5.0,3.7935592806123015,0.013885648904144588
2025-03-01,South,Nyanza,360084,1194,4.0,3.3158929583097274,0.011108519123315671
2025-04-01,South,Nyanza,360084,1090,6.0,3.0270714611035205,0.016662778684973508
2025-05-01,South,Nyanza,360084,1056,6.0,2.932649048555337,0.016662778684973508
2020-01-01,Kigali City,Nyarugenge,350372,5905,3.0,16.85351569189319,0.008562328039911865
2020-02-01,Kigali City,Nyarugenge,350372,5024,8.0,14.339045357505737,0.022832874773098307
2020-03-01,Kigali City,Nyarugenge,350372,4159,1.0,11.870240772664483,0.0028541093466372884
2020-04-01,Kigali City,Nyarugenge,350372,2093,1.0,5.973650862511844,0.0028541093466372884
2020-05-01,Kigali City,Nyarugenge,350372,1841,0.0,5.254415307159248,0.0
2020-06-01,Kigali City,Nyarugenge,350372,1484,0.0,4.235498270409736,0.0
2020-07-01,Kigali City,Nyarugenge,350372,1101,0.0,3.1423743906476544,0.0
2020-08-01,Kigali City,Nyarugenge,350372,1066,1.0,3.04248056351535,0.0028541093466372884
2020-09-01,Kigali City,Nyarugenge,350372,1447,1.0,4.129896224584156,0.0028541093466372884
2020-10-01,Kigali City,Nyarugenge,350372,434,,1.2386834564405833,
2020-11-01,Kigali City,Nyarugenge,350372,531,,1.5155320630644,
2020-12-01,Kigali City,Nyarugenge,350372,447,,1.275786877946868,
2021-01-01,Kigali City,Nyarugenge,361885,1702,0.0,4.703151553670365,0.0
2021-02-01,Kigali City,Nyarugenge,361885,1779,1.0,4.915926330187767,0.002763308785940285
2021-03-01,Kigali City,Nyarugenge,361885,1886,1.0,5.211600370283377,0.002763308785940285
2021-04-01,Kigali City,Nyarugenge,361885,2322,0.0,6.416403000953342,0.0
2021-05-01,Kigali City,Nyarugenge,361885,2981,0.0,8.23742349088799,0.0
2021-06-01,Kigali City,Nyarugenge,361885,1944,1.0,5.371872279867914,0.002763308785940285
2021-07-01,Kigali City,Nyarugenge,361885,1865,0.0,5.153570885778632,0.0
2021-08-01,Kigali City,Nyarugenge,361885,1146,0.0,3.1667518686875664,0.0
2021-09-01,Kigali City,Nyarugenge,361885,1051,0.0,2.904237534023239,0.0
2021-10-01,Kigali City,Nyarugenge,361885,1819,0.0,5.026458681625378,0.0
2021-11-01,Kigali City,Nyarugenge,361885,1704,2.0,4.708678171242245,0.00552661757188057
2021-12-01,Kigali City,Nyarugenge,361885,1595,0.0,4.407477513574754,0.0
2022-01-01,Kigali City,Nyarugenge,374319,2101,3.0,5.612859619736107,0.008014554430846418
2022-02-01,Kigali City,Nyarugenge,374319,2078,7.0,5.551414702432951,0.018700627005308307
2022-03-01,Kigali City,Nyarugenge,374319,2482,1.0,6.630708032453602,0.0026715181436154723
2022-04-01,Kigali City,Nyarugenge,374319,2382,5.0,6.3635562180920555,0.013357590718077362
2022-05-01,Kigali City,Nyarugenge,374319,2853,3.0,7.621841263734942,0.008014554430846418
2022-06-01,Kigali City,Nyarugenge,374319,2319,3.0,6.19525057504428,0.008014554430846418
2022-07-01,Kigali City,Nyarugenge,374319,1624,1.0,4.338545465231527,0.0026715181436154723
2022-08-01,Kigali City,Nyarugenge,374319,1574,6.0,4.204969558050753,0.016029108861692835
2022-09-01,Kigali City,Nyarugenge,374319,2347,3.0,6.270053083065514,0.008014554430846418
2022-10-01,Kigali City,Nyarugenge,374319,2203,2.0,5.885354470384885,0.0053430362872309446
2022-11-01,Kigali City,Nyarugenge,374319,2194,1.0,5.861310807092346,0.0026715181436154723
2022-12-01,Kigali City,Nyarugenge,374319,2241,1.0,5.986872159842274,0.0026715181436154723
2023-01-01,Kigali City,Nyarugenge,387747,1814,1.0,4.678308278336132,0.0025790012559736117
2023-02-01,Kigali City,Nyarugenge,387747,1081,0.0,2.7879003577074744,0.0
2023-03-01,Kigali City,Nyarugenge,387747,1171,3.0,3.020010470745099,0.007737003767920835
2023-04-01,Kigali City,Nyarugenge,387747,1309,0.0,3.3759126440694573,0.0
2023-05-01,Kigali City,Nyarugenge,387747,1712,3.0,4.415250150226823,0.007737003767920835
2023-06-01,Kigali City,Nyarugenge,387747,1023,3.0,2.638318284861005,0.007737003767920835
2023-07-01,Kigali City,Nyarugenge,387747,715,1.0,1.8439858980211323,0.0025790012559736117
2023-08-01,Kigali City,Nyarugenge,387747,537,0.0,1.3849236744578293,0.0
2023-09-01,Kigali City,Nyarugenge,387747,574,1.0,1.480346720928853,0.0025790012559736117
2023-10-01,Kigali City,Nyarugenge,387747,724,0.0,1.8671969093248948,0.0
2023-11-01,Kigali City,Nyarugenge,387747,841,2.0,2.1689400562738075,0.005158002511947223
2023-12-01,Kigali City,Nyarugenge,387747,1072,6.0,2.7646893464037117,0.01547400753584167
2024-01-01,Kigali City,Nyarugenge,402244,1168,11.0,2.9037101858573404,0.027346585654478377
2024-02-01,Kigali City,Nyarugenge,402244,1026,74.0,2.5506906255904376,0.18396793985739998
2024-03-01,Kigali City,Nyarugenge,402244,929,7.0,2.3095434611827645,0.017402372689213512
2024-04-01,Kigali City,Nyarugenge,402244,1038,10.0,2.5805232644862324,0.024860532413162162
2024-05-01,Kigali City,Nyarugenge,402244,1548,3.0,3.8484104175575027,0.007458159723948648
2024-06-01,Kigali City,Nyarugenge,402244,1855,8.0,4.611628762641581,0.019888425930529727
2024-07-01,Kigali City,Nyarugenge,402244,1515,9.0,3.766370660594067,0.022374479171845943
2024-08-01,Kigali City,Nyarugenge,402244,1870,13.0,4.648919561261325,0.032318692137110805
2024-09-01,Kigali City,Nyarugenge,402244,2237,7.0,5.561301100824375,0.017402372689213512
2024-10-01,Kigali City,Nyarugenge,402244,2929,4.0,7.2816499438151965,0.009944212965264864
2024-11-01,Kigali City,Nyarugenge,402244,4169,1.0,10.364355963047304,0.002486053241316216
2024-12-01,Kigali City,Nyarugenge,402244,4968,3.0,12.350712502858961,0.007458159723948648
2025-01-01,Kigali City,Nyarugenge,402244,6168,0.0,15.333976392438421,0.0
2025-02-01,Kigali City,Nyarugenge,402244,5390,13.0,13.399826970694406,0.032318692137110805
2025-03-01,Kigali City,Nyarugenge,402244,4608,4.0,11.455733335985123,0.009944212965264864
2025-04-01,Kigali City,Nyarugenge,402244,4740,17.0,11.783892363838865,0.042262905102375674
2025-05-01,Kigali City,Nyarugenge,402244,5525,415.0,13.735444158272093,1.0317120951462295
2020-01-01,South,Nyaruguru,312874,4717,6.0,15.076356616401492,0.019177048907867065
2020-02-01,South,Nyaruguru,312874,5254,4.0,16.792702493655593,0.012784699271911375
2020-03-01,South,Nyaruguru,312874,2634,3.0,8.418724470553641,0.009588524453933532
2020-04-01,South,Nyaruguru,312874,1787,3.0,5.711564399726407,0.009588524453933532
2020-05-01,South,Nyaruguru,312874,1907,1.0,6.0951053778837485,0.003196174817977844
2020-06-01,South,Nyaruguru,312874,1781,1.0,5.6923873508185405,0.003196174817977844
2020-07-01,South,Nyaruguru,312874,1372,0.0,4.385151850265602,0.0
2020-08-01,South,Nyaruguru,312874,1228,1.0,3.9249026764767923,0.003196174817977844
2020-09-01,South,Nyaruguru,312874,1757,2.0,5.615679155187071,0.006392349635955688
2020-10-01,South,Nyaruguru,312874,2199,,7.028388424733279,
2020-11-01,South,Nyaruguru,312874,2482,,7.932905898221009,
2020-12-01,South,Nyaruguru,312874,2619,,8.370781848283974,
2021-01-01,South,Nyaruguru,315470,4494,4.0,14.245411608076838,0.01267949408818588
2021-02-01,South,Nyaruguru,315470,4067,9.0,12.891875614162995,0.028528861698418232
2021-03-01,South,Nyaruguru,315470,4521,5.0,14.330998193172093,0.01584936761023235
2021-04-01,South,Nyaruguru,315470,3810,9.0,12.077218118997052,0.028528861698418232
2021-05-01,South,Nyaruguru,315470,4277,2.0,13.557549053792753,0.00633974704409294
2021-06-01,South,Nyaruguru,315470,7275,10.0,23.06082987288807,0.0316987352204647
2021-07-01,South,Nyaruguru,315470,5698,7.0,18.061939328620788,0.022189114654325295
2021-08-01,South,Nyaruguru,315470,4587,6.0,14.540209845627158,0.019019241132278823
2021-09-01,South,Nyaruguru,315470,6056,1.0,19.196754049513423,0.00316987352204647
2021-10-01,South,Nyaruguru,315470,5839,10.0,18.50889149522934,0.0316987352204647
2021-11-01,South,Nyaruguru,315470,7924,6.0,25.118077788696233,0.019019241132278823
2021-12-01,South,Nyaruguru,315470,8007,11.0,25.381177291026088,0.03486860874251117
2022-01-01,South,Nyaruguru,318126,8988,7.0,28.252956375775636,0.022003860105744264
2022-02-01,South,Nyaruguru,318126,8418,8.0,26.461213481450745,0.025147268692279158
2022-03-01,South,Nyaruguru,318126,5504,5.0,17.30132086028806,0.015717042932674473
2022-04-01,South,Nyaruguru,318126,6682,6.0,21.004256175226168,0.01886045151920937
2022-05-01,South,Nyaruguru,318126,5628,2.0,17.691103525018388,0.0062868171730697895
2022-06-01,South,Nyaruguru,318126,6994,16.0,21.984999654225053,0.050294537384558316
2022-07-01,South,Nyaruguru,318126,3930,6.0,12.353595745082137,0.01886045151920937
2022-08-01,South,Nyaruguru,318126,2783,5.0,8.748106096326612,0.015717042932674473
2022-09-01,South,Nyaruguru,318126,3389,3.0,10.65301169976676,0.009430225759604685
2022-10-01,South,Nyaruguru,318126,3146,4.0,9.88916341323878,0.012573634346139579
2022-11-01,South,Nyaruguru,318126,3217,2.0,10.112345422882756,0.0062868171730697895
2022-12-01,South,Nyaruguru,318126,2649,2.0,8.326889345730937,0.0062868171730697895
2023-01-01,South,Nyaruguru,320844,2461,0.0,7.670394334941592,0.0
2023-02-01,South,Nyaruguru,320844,1655,3.0,5.158270062709604,0.009350338482253057
2023-03-01,South,Nyaruguru,320844,1375,3.0,4.2855718043659845,0.009350338482253057
2023-04-01,South,Nyaruguru,320844,1399,5.0,4.360374512224009,0.015583897470421763
2023-05-01,South,Nyaruguru,320844,1309,2.0,4.079864357756417,0.006233558988168705
2023-06-01,South,Nyaruguru,320844,1680,4.0,5.236189550061712,0.01246711797633741
2023-07-01,South,Nyaruguru,320844,1349,4.0,4.204535537519791,0.01246711797633741
2023-08-01,South,Nyaruguru,320844,947,3.0,2.951590180897882,0.009350338482253057
2023-09-01,South,Nyaruguru,320844,1220,2.0,3.80247098278291,0.006233558988168705
2023-10-01,South,Nyaruguru,320844,2086,6.0,6.5016020246599595,0.018700676964506113
2023-11-01,South,Nyaruguru,320844,2205,2.0,6.872498784455997,0.006233558988168705
2023-12-01,South,Nyaruguru,320844,1834,3.0,5.716173592150702,0.009350338482253057
2024-01-01,South,Nyaruguru,323626,2123,1.0,6.560041529419762,0.0030899865894582017
2024-02-01,South,Nyaruguru,323626,1363,1.0,4.211651721431529,0.0030899865894582017
2024-03-01,South,Nyaruguru,323626,1591,1.0,4.916168663827999,0.0030899865894582017
2024-04-01,South,Nyaruguru,323626,1928,1.0,5.9574941444754135,0.0030899865894582017
2024-05-01,South,Nyaruguru,323626,2235,2.0,6.906120027439081,0.0061799731789164035
2024-06-01,South,Nyaruguru,323626,1927,7.0,5.954404157885955,0.021629906126207413
2024-07-01,South,Nyaruguru,323626,1145,1.0,3.5380346449296414,0.0030899865894582017
2024-08-01,South,Nyaruguru,323626,1092,1.0,3.3742653556883564,0.0030899865894582017
2024-09-01,South,Nyaruguru,323626,1274,2.0,3.936642914969749,0.0061799731789164035
2024-10-01,South,Nyaruguru,323626,3112,6.0,9.616038266393925,0.01853991953674921
2024-11-01,South,Nyaruguru,323626,2750,7.0,8.497463121010055,0.021629906126207413
2024-12-01,South,Nyaruguru,323626,2246,4.0,6.940109879923122,0.012359946357832807
2025-01-01,South,Nyaruguru,323626,2766,6.0,8.546902906441385,0.01853991953674921
2025-02-01,South,Nyaruguru,323626,3789,5.0,11.707959187457126,0.015449932947291009
2025-03-01,South,Nyaruguru,323626,5157,20.0,15.935060841835945,0.061799731789164036
2025-04-01,South,Nyaruguru,323626,4374,15.0,13.515601342290173,0.04634979884187303
2025-05-01,South,Nyaruguru,323626,1783,0.0,5.509446089003974,0.0
2020-01-01,West,Rubavu,487114,2829,13.0,5.807675410684151,0.026687797928205716
2020-02-01,West,Rubavu,487114,2658,7.0,5.4566282225516005,0.01437035273057231
2020-03-01,West,Rubavu,487114,1282,12.0,2.6318274572276716,0.024634890395266815
2020-04-01,West,Rubavu,487114,987,7.0,2.0262197350106956,0.01437035273057231
2020-05-01,West,Rubavu,487114,1634,7.0,3.354450908822165,0.01437035273057231
2020-06-01,West,Rubavu,487114,3044,11.0,6.2490505302660155,0.022581982862327914
2020-07-01,West,Rubavu,487114,2514,23.0,5.161009537808398,0.04721687325759473
2020-08-01,West,Rubavu,487114,1056,10.0,2.1678703547834797,0.020529075329389013
2020-09-01,West,Rubavu,487114,741,6.0,1.521204481907726,0.012317445197633408
2020-10-01,West,Rubavu,487114,374,,0.7677874173191491,
2020-11-01,West,Rubavu,487114,527,,1.081882269858801,
2020-12-01,West,Rubavu,487114,640,,1.3138608210808969,
2021-01-01,West,Rubavu,501588,1192,4.0,2.376452387218195,0.007974672440329513
2021-02-01,West,Rubavu,501588,1132,13.0,2.2568323006132522,0.02591768543107092
2021-03-01,West,Rubavu,501588,709,7.0,1.4135106900484062,0.013955676770576648
2021-04-01,West,Rubavu,501588,752,10.0,1.4992384187819485,0.019936681100823785
2021-05-01,West,Rubavu,501588,640,8.0,1.2759475904527222,0.015949344880659026
2021-06-01,West,Rubavu,501588,1637,15.0,3.2636346962048535,0.029905021651235673
2021-07-01,West,Rubavu,501588,1277,6.0,2.545914176575197,0.01196200866049427
2021-08-01,West,Rubavu,501588,583,5.0,1.1623085081780264,0.009968340550411892
2021-09-01,West,Rubavu,501588,447,6.0,0.8911696452068231,0.01196200866049427
2021-10-01,West,Rubavu,501588,518,6.0,1.032720081022672,0.01196200866049427
2021-11-01,West,Rubavu,501588,708,7.0,1.411517021938324,0.013955676770576648
2021-12-01,West,Rubavu,501588,1351,30.0,2.693445616721293,0.05981004330247135
2022-01-01,West,Rubavu,516998,968,13.0,1.8723476686563585,0.02514516497162465
2022-02-01,West,Rubavu,516998,793,8.0,1.5338550632691035,0.015473947674845938
2022-03-01,West,Rubavu,516998,822,10.0,1.58994812359042,0.019342434593557424
2022-04-01,West,Rubavu,516998,1074,11.0,2.077377475348067,0.021276678052913164
2022-05-01,West,Rubavu,516998,1007,13.0,1.9477831635712324,0.02514516497162465
2022-06-01,West,Rubavu,516998,1609,9.0,3.1121977261033895,0.01740819113420168
2022-07-01,West,Rubavu,516998,1105,8.0,2.1373390225880953,0.015473947674845938
2022-08-01,West,Rubavu,516998,979,12.0,1.8936243467092715,0.023210921512268907
2022-09-01,West,Rubavu,516998,768,1.0,1.48549897678521,0.0019342434593557422
2022-10-01,West,Rubavu,516998,661,6.0,1.2785349266341455,0.011605460756134453
2022-11-01,West,Rubavu,516998,641,4.0,1.2398500574470306,0.007736973837422969
2022-12-01,West,Rubavu,516998,980,8.0,1.8955585901686274,0.015473947674845938
2023-01-01,West,Rubavu,533368,677,4.0,1.2692924959877607,0.007499512531685441
2023-02-01,West,Rubavu,533368,555,5.0,1.040557363771355,0.009374390664606802
2023-03-01,West,Rubavu,533368,543,8.0,1.0180588261762984,0.014999025063370882
2023-04-01,West,Rubavu,533368,592,6.0,1.1099278546894453,0.011249268797528161
2023-05-01,West,Rubavu,533368,712,3.0,1.3349132306400084,0.005624634398764081
2023-06-01,West,Rubavu,533368,804,10.0,1.5074020188687733,0.018748781329213603
