Date,Province,District,Population,all cases,Severe cases/Deaths,all cases incidence,Severe cases/Deaths incidence
2023-07-01,West,Rubavu,533368,631,12.0,1.183048101873378,0.022498537595056323
2023-08-01,West,Rubavu,533368,609,7.0,1.1418007829491081,0.013124146930449521
2023-09-01,West,Rubavu,533368,555,5.0,1.040557363771355,0.009374390664606802
2023-10-01,West,Rubavu,533368,600,8.0,1.124926879752816,0.014999025063370882
2023-11-01,West,Rubavu,533368,583,3.0,1.093053951493153,0.005624634398764081
2023-12-01,West,Rubavu,533368,841,10.0,1.576772509786864,0.018748781329213603
2024-01-01,West,Rubavu,550720,977,19.0,1.7740412550842533,0.03450029052876235
2024-02-01,West,Rubavu,550720,787,21.0,1.42903834979663,0.03813190005810575
2024-03-01,West,Rubavu,550720,666,14.0,1.209325973271354,0.025421266705403834
2024-04-01,West,Rubavu,550720,601,7.0,1.0912986635676933,0.012710633352701917
2024-05-01,West,Rubavu,550720,707,9.0,1.2837739686228937,0.016342242882045322
2024-06-01,West,Rubavu,550720,684,11.0,1.2420104590354444,0.01997385241138873
2024-07-01,West,Rubavu,550720,657,3.0,1.1929837303893085,0.005447414294015108
2024-08-01,West,Rubavu,550720,564,9.0,1.0241138872748403,0.016342242882045322
2024-09-01,West,Rubavu,550720,611,9.0,1.1094567112144103,0.016342242882045322
2024-10-01,West,Rubavu,550720,708,15.0,1.2855897733875654,0.02723707147007554
2024-11-01,West,Rubavu,550720,1083,15.0,1.9665165601394536,0.02723707147007554
2024-12-01,West,Rubavu,550720,1405,15.0,2.551205694363742,0.02723707147007554
2025-01-01,West,Rubavu,550720,642,14.0,1.1657466589192331,0.025421266705403834
2025-02-01,West,Rubavu,550720,593,6.0,1.0767722254503196,0.010894828588030215
2025-03-01,West,Rubavu,550720,530,10.0,0.9623765252760023,0.018158047646717024
2025-04-01,West,Rubavu,550720,495,11.0,0.8988233585124928,0.01997385241138873
2025-05-01,West,Rubavu,550720,401,9.0,0.7281377106333528,0.016342242882045322
2020-01-01,South,Ruhango,350823,8931,14.0,25.45728187718593,0.03990616350695365
2020-02-01,South,Ruhango,350823,9091,14.0,25.913352317265403,0.03990616350695365
2020-03-01,South,Ruhango,350823,7895,15.0,22.504225777671362,0.04275660375745034
2020-04-01,South,Ruhango,350823,5609,8.0,15.988119365035931,0.022803522003973512
2020-05-01,South,Ruhango,350823,5250,12.0,14.96481131510762,0.03420528300596027
2020-06-01,South,Ruhango,350823,5141,4.0,14.65411332780348,0.011401761001986756
2020-07-01,South,Ruhango,350823,3989,7.0,11.370406159231292,0.019953081753476824
2020-08-01,South,Ruhango,350823,4216,16.0,12.017456096094042,0.045607044007947024
2020-09-01,South,Ruhango,350823,8822,21.0,25.146583889881793,0.059859245260430474
2020-10-01,South,Ruhango,350823,4367,,12.44787257391904,
2020-11-01,South,Ruhango,350823,3825,,10.902933958149836,
2020-12-01,South,Ruhango,350823,3688,,10.51242364383179,
2021-01-01,South,Ruhango,354944,3837,14.0,10.810155968265416,0.03944284168770285
2021-02-01,South,Ruhango,354944,2879,5.0,8.111138658492608,0.014086729174179588
2021-03-01,South,Ruhango,354944,3473,15.0,9.784642084385142,0.04226018752253877
2021-04-01,South,Ruhango,354944,2881,9.0,8.116773350162278,0.025356112513523262
2021-05-01,South,Ruhango,354944,3495,9.0,9.846623692751532,0.025356112513523262
2021-06-01,South,Ruhango,354944,4454,12.0,12.548458348359178,0.033808150018031016
2021-07-01,South,Ruhango,354944,4732,15.0,13.331680490443564,0.04226018752253877
2021-08-01,South,Ruhango,354944,5320,6.0,14.988279841327083,0.016904075009015508
2021-09-01,South,Ruhango,354944,5456,13.0,15.371438874864767,0.03662549585286693
2021-10-01,South,Ruhango,354944,7369,32.0,20.76102145690588,0.09015506671474938
2021-11-01,South,Ruhango,354944,3375,10.0,9.508542192571223,0.028173458348359177
2021-12-01,South,Ruhango,354944,1927,4.0,5.429025423728814,0.011269383339343672
2022-01-01,South,Ruhango,359121,2857,3.0,7.9555358778796,0.008353730358291496
2022-02-01,South,Ruhango,359121,1817,1.0,5.059576020338549,0.002784576786097165
2022-03-01,South,Ruhango,359121,1611,4.0,4.485953202402533,0.01113830714438866
2022-04-01,South,Ruhango,359121,1312,2.0,3.6533647433594805,0.00556915357219433
2022-05-01,South,Ruhango,359121,1798,2.0,5.006669061402702,0.00556915357219433
2022-06-01,South,Ruhango,359121,1938,2.0,5.396509811456306,0.00556915357219433
2022-07-01,South,Ruhango,359121,1149,2.0,3.1994787272256424,0.00556915357219433
2022-08-01,South,Ruhango,359121,783,0.0,2.1803236235140804,0.0
2022-09-01,South,Ruhango,359121,696,0.0,1.9380654431236268,0.0
2022-10-01,South,Ruhango,359121,658,0.0,1.8322515252519347,0.0
2022-11-01,South,Ruhango,359121,624,1.0,1.737575914524631,0.002784576786097165
2022-12-01,South,Ruhango,359121,764,4.0,2.127416664578234,0.01113830714438866
2023-01-01,South,Ruhango,363359,783,1.0,2.1548936451278213,0.002752099163637064
2023-02-01,South,Ruhango,363359,730,1.0,2.0090323894550566,0.002752099163637064
2023-03-01,South,Ruhango,363359,466,0.0,1.282478210254872,0.0
2023-04-01,South,Ruhango,363359,324,0.0,0.8916801290184088,0.0
2023-05-01,South,Ruhango,363359,343,0.0,0.9439700131275129,0.0
2023-06-01,South,Ruhango,363359,383,2.0,1.0540539796729955,0.005504198327274128
2023-07-01,South,Ruhango,363359,391,0.0,1.0760707729820922,0.0
2023-08-01,South,Ruhango,363359,263,0.0,0.7238020800365479,0.0
2023-09-01,South,Ruhango,363359,287,1.0,0.7898524599638374,0.002752099163637064
2023-10-01,South,Ruhango,363359,392,1.0,1.0788228721457291,0.002752099163637064
2023-11-01,South,Ruhango,363359,262,2.0,0.7210499808729108,0.005504198327274128
2023-12-01,South,Ruhango,363359,262,0.0,0.7210499808729108,0.0
2024-01-01,South,Ruhango,367657,348,2.0,0.9465344057096696,0.005439852906377412
2024-02-01,South,Ruhango,367657,291,1.0,0.7914985978779133,0.002719926453188706
2024-03-01,South,Ruhango,367657,295,6.0,0.8023783036906682,0.016319558719132234
2024-04-01,South,Ruhango,367657,293,1.0,0.7969384507842908,0.002719926453188706
2024-05-01,South,Ruhango,367657,223,2.0,0.6065435990610815,0.005439852906377412
2024-06-01,South,Ruhango,367657,137,0.0,0.3726299240868527,0.0
2024-07-01,South,Ruhango,367657,123,0.0,0.33455095374221083,0.0
2024-08-01,South,Ruhango,367657,208,9.0,0.5657447022632508,0.02447933807869835
2024-09-01,South,Ruhango,367657,390,11.0,1.0607713167435953,0.029919190985075762
2024-10-01,South,Ruhango,367657,572,6.0,1.5557979312239398,0.016319558719132234
2024-11-01,South,Ruhango,367657,429,6.0,1.1668484484179547,0.016319558719132234
2024-12-01,South,Ruhango,367657,346,2.0,0.9410945528032922,0.005439852906377412
2025-01-01,South,Ruhango,367657,493,3.0,1.340923741422032,0.008159779359566117
2025-02-01,South,Ruhango,367657,402,4.0,1.0934104341818598,0.010879705812754823
2025-03-01,South,Ruhango,367657,549,4.0,1.4932396228005995,0.010879705812754823
2025-04-01,South,Ruhango,367657,388,1.0,1.0553314638372178,0.002719926453188706
2025-05-01,South,Ruhango,367657,465,0.0,1.2647658007327482,0.0
2020-01-01,North,Rulindo,343600,6522,11.0,18.981373690337602,0.0320139697322468
2020-02-01,North,Rulindo,343600,4246,10.0,12.357392316647264,0.02910360884749709
2020-03-01,North,Rulindo,343600,3447,9.0,10.032013969732247,0.026193247962747378
2020-04-01,North,Rulindo,343600,1290,4.0,3.7543655413271244,0.011641443538998836
2020-05-01,North,Rulindo,343600,989,1.0,2.8783469150174623,0.002910360884749709
2020-06-01,North,Rulindo,343600,697,1.0,2.028521536670547,0.002910360884749709
2020-07-01,North,Rulindo,343600,402,1.0,1.1699650756693831,0.002910360884749709
2020-08-01,North,Rulindo,343600,426,0.0,1.239813736903376,0.0
2020-09-01,North,Rulindo,343600,468,4.0,1.3620488940628637,0.011641443538998836
2020-10-01,North,Rulindo,343600,291,,0.8469150174621654,
2020-11-01,North,Rulindo,343600,284,,0.8265424912689173,
2020-12-01,North,Rulindo,343600,326,,0.9487776484284051,
2021-01-01,North,Rulindo,351729,660,3.0,1.876444649147497,0.008529293859761351
2021-02-01,North,Rulindo,351729,487,1.0,1.3845887032345925,0.0028430979532537834
2021-03-01,North,Rulindo,351729,418,2.0,1.1884149444600816,0.005686195906507567
2021-04-01,North,Rulindo,351729,483,1.0,1.3732163114215774,0.0028430979532537834
2021-05-01,North,Rulindo,351729,590,1.0,1.6774277924197323,0.0028430979532537834
2021-06-01,North,Rulindo,351729,762,1.0,2.166440640379383,0.0028430979532537834
2021-07-01,North,Rulindo,351729,454,2.0,1.2907664707772175,0.005686195906507567
2021-08-01,North,Rulindo,351729,523,0.0,1.4869402295517287,0.0
2021-09-01,North,Rulindo,351729,777,4.0,2.20908710967819,0.011372391813015133
2021-10-01,North,Rulindo,351729,997,1.0,2.834568659394022,0.0028430979532537834
2021-11-01,North,Rulindo,351729,1406,0.0,3.9973957222748195,0.0
2021-12-01,North,Rulindo,351729,1715,0.0,4.875912989830238,0.0
2022-01-01,North,Rulindo,360144,1998,1.0,5.547780887644942,0.0027766671109334044
2022-02-01,North,Rulindo,360144,1971,3.0,5.47281087564974,0.008330001332800213
2022-03-01,North,Rulindo,360144,1862,1.0,5.170154160557999,0.0027766671109334044
2022-04-01,North,Rulindo,360144,1998,0.0,5.547780887644942,0.0
2022-05-01,North,Rulindo,360144,2436,4.0,6.763961082233774,0.011106668443733618
2022-06-01,North,Rulindo,360144,1981,1.0,5.500577546759074,0.0027766671109334044
2022-07-01,North,Rulindo,360144,1198,2.0,3.3264471988982183,0.005553334221866809
2022-08-01,North,Rulindo,360144,1049,3.0,2.9127237993691413,0.008330001332800213
2022-09-01,North,Rulindo,360144,1693,3.0,4.7008974188102535,0.008330001332800213
2022-10-01,North,Rulindo,360144,2041,7.0,5.667177573415079,0.01943666977653383
2022-11-01,North,Rulindo,360144,2315,7.0,6.427984361810831,0.01943666977653383
2022-12-01,North,Rulindo,360144,2170,8.0,6.025367630725488,0.022213336887467235
2023-01-01,North,Rulindo,368868,2318,8.0,6.284090785863778,0.021687975102204583
2023-02-01,North,Rulindo,368868,1688,6.0,4.576162746565167,0.016265981326653436
2023-03-01,North,Rulindo,368868,1774,4.0,4.809308478913866,0.010843987551102292
2023-04-01,North,Rulindo,368868,1897,9.0,5.142761096110261,0.024398971989980155
2023-05-01,North,Rulindo,368868,2403,9.0,6.5145255213247015,0.024398971989980155
2023-06-01,North,Rulindo,368868,3248,9.0,8.80531789149506,0.024398971989980155
2023-07-01,North,Rulindo,368868,1808,8.0,4.9014823730982355,0.021687975102204583
2023-08-01,North,Rulindo,368868,1171,3.0,3.1745773555851957,0.008132990663326718
2023-09-01,North,Rulindo,368868,1514,4.0,4.104449288092217,0.010843987551102292
2023-10-01,North,Rulindo,368868,1921,7.0,5.207825021416875,0.01897697821442901
2023-11-01,North,Rulindo,368868,2616,6.0,7.091967858420899,0.016265981326653436
2023-12-01,North,Rulindo,368868,1949,3.0,5.283732934274591,0.008132990663326718
2024-01-01,North,Rulindo,377916,2125,3.0,5.622942664507456,0.007938271996951704
2024-02-01,North,Rulindo,377916,1440,3.0,3.810370558536818,0.007938271996951704
2024-03-01,North,Rulindo,377916,1055,2.0,2.7916256522613487,0.005292181331301136
2024-04-01,North,Rulindo,377916,1334,8.0,3.529884947977857,0.021168725325204543
2024-05-01,North,Rulindo,377916,1296,6.0,3.429333502683136,0.015876543993903407
2024-06-01,North,Rulindo,377916,1093,8.0,2.8921770975560706,0.021168725325204543
2024-07-01,North,Rulindo,377916,868,5.0,2.2968066977846933,0.01323045332825284
2024-08-01,North,Rulindo,377916,896,4.0,2.370897236422909,0.010584362662602272
2024-09-01,North,Rulindo,377916,982,3.0,2.5984610336688574,0.007938271996951704
2024-10-01,North,Rulindo,377916,1257,2.0,3.326135966722764,0.005292181331301136
2024-11-01,North,Rulindo,377916,1869,7.0,4.945543454100911,0.018522634659553977
2024-12-01,North,Rulindo,377916,1698,10.0,4.493061950274664,0.02646090665650568
2025-01-01,North,Rulindo,377916,2416,17.0,6.392955048211772,0.04498354131605965
2025-02-01,North,Rulindo,377916,2133,9.0,5.644111389832661,0.023814815990855113
2025-03-01,North,Rulindo,377916,2496,10.0,6.604642301463818,0.02646090665650568
2025-04-01,North,Rulindo,377916,1762,12.0,4.6624117528763005,0.031753087987806815
2025-05-01,North,Rulindo,377916,1582,0.0,4.186115433059198,0.0
2020-01-01,West,Rusizi,464944,28196,63.0,60.643862486665064,0.13550018927010565
2020-02-01,West,Rusizi,464944,27466,44.0,59.0737809284559,0.09463505282356585
2020-03-01,West,Rusizi,464944,16665,47.0,35.84302625692556,0.10108744278880898
2020-04-01,West,Rusizi,464944,11675,24.0,25.110550948071165,0.05161911972194501
2020-05-01,West,Rusizi,464944,15420,41.0,33.16528442134967,0.08818266285832271
2020-06-01,West,Rusizi,464944,18349,45.0,39.464967824082045,0.0967858494786469
2020-07-01,West,Rusizi,464944,16279,49.0,35.012818748064284,0.10538903609897106
2020-08-01,West,Rusizi,464944,15347,38.0,33.00827626552876,0.0817302728930796
2020-09-01,West,Rusizi,464944,18062,53.0,38.84768918407378,0.11399222271929522
2020-10-01,West,Rusizi,464944,6688,,14.38452802918201,
2020-11-01,West,Rusizi,464944,6075,,13.066089679617331,
2020-12-01,West,Rusizi,464944,9687,,20.834767197770056,
2021-01-01,West,Rusizi,473959,11999,15.0,25.31653581849907,0.03164830713205151
2021-02-01,West,Rusizi,473959,10417,16.0,21.978694359638705,0.033758194274188275
2021-03-01,West,Rusizi,473959,9647,12.0,20.35408126019339,0.025318645705641206
2021-04-01,West,Rusizi,473959,7968,13.0,16.811580748545758,0.02742853284777797
2021-05-01,West,Rusizi,473959,4867,13.0,10.268820720779646,0.02742853284777797
2021-06-01,West,Rusizi,473959,4591,11.0,9.686491869549897,0.02320875856350444
2021-07-01,West,Rusizi,473959,4431,5.0,9.348909926808014,0.010549435710683836
2021-08-01,West,Rusizi,473959,3726,8.0,7.861439491601594,0.016879097137094137
2021-09-01,West,Rusizi,473959,2876,15.0,6.068035420785343,0.03164830713205151
2021-10-01,West,Rusizi,473959,2207,13.0,4.656520922695845,0.02742853284777797
2021-11-01,West,Rusizi,473959,2653,15.0,5.597530588088843,0.03164830713205151
2021-12-01,West,Rusizi,473959,3168,19.0,6.684122466289278,0.04008785570059857
2022-01-01,West,Rusizi,483217,4079,24.0,8.44134208854407,0.04966712677741056
2022-02-01,West,Rusizi,483217,3420,17.0,7.077565565781005,0.03518088146733248
2022-03-01,West,Rusizi,483217,3366,16.0,6.965814530531832,0.033111417851607046
2022-04-01,West,Rusizi,483217,3055,20.0,6.322211346041219,0.041389272314508806
2022-05-01,West,Rusizi,483217,2366,13.0,4.896350914806391,0.026903027004430723
2022-06-01,West,Rusizi,483217,2812,13.0,5.819331687419938,0.026903027004430723
2022-07-01,West,Rusizi,483217,2584,6.0,5.347493983034537,0.01241678169435264
2022-08-01,West,Rusizi,483217,1773,7.0,3.6691589906812054,0.014486245310078081
2022-09-01,West,Rusizi,483217,1745,14.0,3.6112140094408933,0.028972490620156163
2022-10-01,West,Rusizi,483217,1923,10.0,3.979578533040021,0.020694636157254403
2022-11-01,West,Rusizi,483217,1944,10.0,4.023037268970256,0.020694636157254403
2022-12-01,West,Rusizi,483217,2156,7.0,4.4617635555040485,0.014486245310078081
2023-01-01,West,Rusizi,492730,2473,2.0,5.018975909727437,0.004059018123515922
2023-02-01,West,Rusizi,492730,1704,8.0,3.4582834412355647,0.016236072494063686
2023-03-01,West,Rusizi,492730,1112,8.0,2.2568140766748526,0.016236072494063686
2023-04-01,West,Rusizi,492730,719,4.0,1.4592170154039736,0.008118036247031843
2023-05-01,West,Rusizi,492730,626,4.0,1.2704726726604834,0.008118036247031843
2023-06-01,West,Rusizi,492730,610,1.0,1.238000527672356,0.002029509061757961
2023-07-01,West,Rusizi,492730,598,2.0,1.2136464189312604,0.004059018123515922
2023-08-01,West,Rusizi,492730,518,5.0,1.0512856939906237,0.010147545308789804
2023-09-01,West,Rusizi,492730,632,9.0,1.282649727031031,0.018265581555821645
2023-10-01,West,Rusizi,492730,1083,4.0,2.1979583138838716,0.008118036247031843
2023-11-01,West,Rusizi,492730,923,4.0,1.8732368640025976,0.008118036247031843
2023-12-01,West,Rusizi,492730,963,8.0,1.9544172264729163,0.016236072494063686
2024-01-01,West,Rusizi,502509,1645,8.0,3.273573209634056,0.015920112873600276
2024-02-01,West,Rusizi,502509,1278,10.0,2.5432380315576437,0.019900141092000345
2024-03-01,West,Rusizi,502509,1409,21.0,2.803929879862848,0.04179029629320072
2024-04-01,West,Rusizi,502509,1547,17.0,3.0785518269324528,0.03383023985640058
2024-05-01,West,Rusizi,502509,1728,6.0,3.4387443806976594,0.011940084655200205
2024-06-01,West,Rusizi,502509,1796,8.0,3.5740653401232616,0.015920112873600276
2024-07-01,West,Rusizi,502509,1286,16.0,2.559158144431244,0.03184022574720055
2024-08-01,West,Rusizi,502509,1376,8.0,2.738259414259247,0.015920112873600276
2024-09-01,West,Rusizi,502509,1733,14.0,3.448694451243659,0.02786019752880048
2024-10-01,West,Rusizi,502509,3027,20.0,6.0237727085485036,0.03980028218400069
2024-11-01,West,Rusizi,502509,3482,24.0,6.929229128234518,0.04776033862080082
2024-12-01,West,Rusizi,502509,2178,21.0,4.334250729837674,0.04179029629320072
2025-01-01,West,Rusizi,502509,2259,9.0,4.4954418726828775,0.01791012698280031
2025-02-01,West,Rusizi,502509,1800,25.0,3.5820253965600615,0.049750352730000856
2025-03-01,West,Rusizi,502509,1805,23.0,3.5919754671060615,0.04577032451160079
2025-04-01,West,Rusizi,502509,1632,13.0,3.247703026214456,0.025870183419600446
2025-05-01,West,Rusizi,502509,1476,10.0,2.9372608251792505,0.019900141092000345
2020-01-01,West,Rutsiro,365553,6358,17.0,17.392826758363356,0.04650488438065068
2020-02-01,West,Rutsiro,365553,5594,13.0,15.302842542668232,0.03556255864402699
2020-03-01,West,Rutsiro,365553,5481,12.0,14.993721840608613,0.03282697720987107
2020-04-01,West,Rutsiro,365553,4681,10.0,12.805256693283875,0.027355814341559228
2020-05-01,West,Rutsiro,365553,4284,9.0,11.719230863923974,0.024620232907403304
2020-06-01,West,Rutsiro,365553,4053,3.0,11.087311552633954,0.008206744302467768
2020-07-01,West,Rutsiro,365553,3660,4.0,10.012228049010677,0.01094232573662369
2020-08-01,West,Rutsiro,365553,3344,10.0,9.147784315817406,0.027355814341559228
2020-09-01,West,Rutsiro,365553,4108,10.0,11.23776853151253,0.027355814341559228
2020-10-01,West,Rutsiro,365553,1568,,4.289391688756487,
2020-11-01,West,Rutsiro,365553,1461,,3.9966844753018025,
2020-12-01,West,Rutsiro,365553,1520,,4.1580837799170025,
2021-01-01,West,Rutsiro,371214,2878,5.0,7.752940352465155,0.013469319583851903
2021-02-01,West,Rutsiro,371214,1777,0.0,4.786996180100966,0.0
2021-03-01,West,Rutsiro,371214,1764,1.0,4.751975949182952,0.0026938639167703804
2021-04-01,West,Rutsiro,371214,1832,4.0,4.935158695523337,0.010775455667081522
2021-05-01,West,Rutsiro,371214,1825,2.0,4.916301648105945,0.005387727833540761
2021-06-01,West,Rutsiro,371214,2192,0.0,5.904949705560674,0.0
2021-07-01,West,Rutsiro,371214,2431,3.0,6.548783181668794,0.008081591750311142
2021-08-01,West,Rutsiro,371214,2873,5.0,7.739471032881303,0.013469319583851903
2021-09-01,West,Rutsiro,371214,2481,2.0,6.683476377507313,0.005387727833540761
2021-10-01,West,Rutsiro,371214,2216,5.0,5.969602439563163,0.013469319583851903
2021-11-01,West,Rutsiro,371214,2464,3.0,6.637680690922217,0.008081591750311142
2021-12-01,West,Rutsiro,371214,3022,9.0,8.14085675648009,0.024244775250933423
2022-01-01,West,Rutsiro,377009,3298,6.0,8.747801776615413,0.015914739435928586
2022-02-01,West,Rutsiro,377009,2585,6.0,6.856600240312566,0.015914739435928586
2022-03-01,West,Rutsiro,377009,2311,5.0,6.12982713940516,0.01326228286327382
2022-04-01,West,Rutsiro,377009,2860,5.0,7.586025797792626,0.01326228286327382
2022-05-01,West,Rutsiro,377009,3294,2.0,8.737191950324792,0.005304913145309528
2022-06-01,West,Rutsiro,377009,2561,6.0,6.792941282568852,0.015914739435928586
2022-07-01,West,Rutsiro,377009,2160,7.0,5.729306196934291,0.01856719600858335
2022-08-01,West,Rutsiro,377009,2226,8.0,5.904368330729506,0.021219652581238112
2022-09-01,West,Rutsiro,377009,2533,7.0,6.718672498534517,0.01856719600858335
2022-10-01,West,Rutsiro,377009,2532,5.0,6.716020041961864,0.01326228286327382
2022-11-01,West,Rutsiro,377009,2848,8.0,7.554196318920768,0.021219652581238112
2022-12-01,West,Rutsiro,377009,2777,6.0,7.36587190226228,0.015914739435928586
2023-01-01,West,Rutsiro,382942,2129,4.0,5.5595886583346825,0.010445446046659807
2023-02-01,West,Rutsiro,382942,1689,2.0,4.410589593202104,0.005222723023329903
2023-03-01,West,Rutsiro,382942,1502,1.0,3.922264990520757,0.0026113615116649517
2023-04-01,West,Rutsiro,382942,1696,3.0,4.428869123783759,0.007834084534994856
2023-05-01,West,Rutsiro,382942,1658,3.0,4.32963738634049,0.007834084534994856
2023-06-01,West,Rutsiro,382942,1798,9.0,4.695227997973584,0.023502253604984567
2023-07-01,West,Rutsiro,382942,1516,2.0,3.958824051684067,0.005222723023329903
2023-08-01,West,Rutsiro,382942,1093,0.0,2.8542181322497924,0.0
2023-09-01,West,Rutsiro,382942,1316,4.0,3.436551749351077,0.010445446046659807
2023-10-01,West,Rutsiro,382942,1358,0.0,3.5462289328410046,0.0
2023-11-01,West,Rutsiro,382942,875,1.0,2.284941322706833,0.0026113615116649517
2023-12-01,West,Rutsiro,382942,1137,1.0,2.9691180387630505,0.0026113615116649517
2024-01-01,West,Rutsiro,389015,1297,2.0,3.334061668573191,0.0051411899284089305
2024-02-01,West,Rutsiro,389015,658,2.0,1.691451486446538,0.0051411899284089305
2024-03-01,West,Rutsiro,389015,432,1.0,1.1104970245363288,0.0025705949642044652
2024-04-01,West,Rutsiro,389015,486,0.0,1.2493091526033702,0.0
2024-05-01,West,Rutsiro,389015,678,4.0,1.7428633857306275,0.010282379856817861
2024-06-01,West,Rutsiro,389015,1072,3.0,2.755677801627187,0.007711784892613396
2024-07-01,West,Rutsiro,389015,950,6.0,2.442065215994242,0.015423569785226791
2024-08-01,West,Rutsiro,389015,1032,3.0,2.6528540030590078,0.007711784892613396
2024-09-01,West,Rutsiro,389015,1193,4.0,3.066719792295927,0.010282379856817861
2024-10-01,West,Rutsiro,389015,1733,11.0,4.454841072966338,0.028276544606249118
2024-11-01,West,Rutsiro,389015,1774,3.0,4.560235466498721,0.007711784892613396
2024-12-01,West,Rutsiro,389015,1583,10.0,4.069251828335669,0.02570594964204465
2025-01-01,West,Rutsiro,389015,1257,2.0,3.2312378700050126,0.0051411899284089305
2025-02-01,West,Rutsiro,389015,1081,7.0,2.7788131563050267,0.017994164749431253
2025-03-01,West,Rutsiro,389015,820,4.0,2.1078878706476614,0.010282379856817861
2025-04-01,West,Rutsiro,389015,794,2.0,2.0410524015783453,0.0051411899284089305
2025-05-01,West,Rutsiro,389015,1041,2.0,2.675989357736848,0.0051411899284089305
2020-01-01,East,Rwamagana,453663,10688,5.0,23.55933809898537,0.011021396940019353
2020-02-01,East,Rwamagana,453663,8871,4.0,19.55416245098234,0.008817117552015481
2020-03-01,East,Rwamagana,453663,8851,7.0,19.51007686322226,0.015429955716027094
2020-04-01,East,Rwamagana,453663,10523,8.0,23.195631999964732,0.017634235104030963
2020-05-01,East,Rwamagana,453663,12885,10.0,28.402139914429874,0.022042793880038707
2020-06-01,East,Rwamagana,453663,8467,9.0,18.663633578228772,0.019838514492034838
2020-07-01,East,Rwamagana,453663,5772,5.0,12.723100627558342,0.011021396940019353
2020-08-01,East,Rwamagana,453663,5180,2.0,11.418167229860051,0.004408558776007741
2020-09-01,East,Rwamagana,453663,5517,2.0,12.161009383617355,0.004408558776007741
2020-10-01,East,Rwamagana,453663,3273,,7.214606436936669,
2020-11-01,East,Rwamagana,453663,3337,,7.3556803177689165,
2020-12-01,East,Rwamagana,453663,3877,,8.545991187291007,
2021-01-01,East,Rwamagana,476088,5643,6.0,11.852850733477844,0.012602712103644704
2021-02-01,East,Rwamagana,476088,4246,5.0,8.918519265345903,0.010502260086370587
2021-03-01,East,Rwamagana,476088,4945,6.0,10.38673522542051,0.012602712103644704
2021-04-01,East,Rwamagana,476088,3697,0.0,7.7653711078624115,0.0
2021-05-01,East,Rwamagana,476088,4409,1.0,9.260892944161585,0.0021004520172741175
2021-06-01,East,Rwamagana,476088,2130,2.0,4.47396279679387,0.004200904034548235
2021-07-01,East,Rwamagana,476088,1775,4.0,3.7283023306615584,0.00840180806909647
2021-08-01,East,Rwamagana,476088,1519,0.0,3.1905866142393844,0.0
2021-09-01,East,Rwamagana,476088,1275,0.0,2.6780763220245,0.0
2021-10-01,East,Rwamagana,476088,1241,1.0,2.6066609534371796,0.0021004520172741175
2021-11-01,East,Rwamagana,476088,1489,0.0,3.127573053721161,0.0
2021-12-01,East,Rwamagana,476088,1369,1.0,2.875518811648267,0.0021004520172741175
2022-01-01,East,Rwamagana,499855,1696,1.0,3.3929839653499516,0.002000580168248792
2022-02-01,East,Rwamagana,499855,1114,0.0,2.2286463074291545,0.0
2022-03-01,East,Rwamagana,499855,780,2.0,1.560452531234058,0.004001160336497584
2022-04-01,East,Rwamagana,499855,954,2.0,1.9085534805093478,0.004001160336497584
2022-05-01,East,Rwamagana,499855,991,1.0,1.982574946734553,0.002000580168248792
2022-06-01,East,Rwamagana,499855,984,0.0,1.9685708855568116,0.0
2022-07-01,East,Rwamagana,499855,604,1.0,1.2083504216222705,0.002000580168248792
2022-08-01,East,Rwamagana,499855,591,0.0,1.1823428794350361,0.0
2022-09-01,East,Rwamagana,499855,592,1.0,1.184343459603285,0.002000580168248792
2022-10-01,East,Rwamagana,499855,645,1.0,1.290374208520471,0.002000580168248792
2022-11-01,East,Rwamagana,499855,918,1.0,1.8365325944523914,0.002000580168248792
2022-12-01,East,Rwamagana,499855,1268,0.0,2.5367356533394685,0.0
2023-01-01,East,Rwamagana,525056,695,0.0,1.3236683325207215,0.0
2023-02-01,East,Rwamagana,525056,573,1.0,1.0913121647976598,0.0019045587518283762
2023-03-01,East,Rwamagana,525056,511,0.0,0.9732295221843003,0.0
2023-04-01,East,Rwamagana,525056,467,2.0,0.8894289371038518,0.0038091175036567525
2023-05-01,East,Rwamagana,525056,421,0.0,0.8018192345197465,0.0
2023-06-01,East,Rwamagana,525056,446,0.0,0.8494332033154559,0.0
2023-07-01,East,Rwamagana,525056,425,0.0,0.80943746952706,0.0
2023-08-01,East,Rwamagana,525056,388,0.0,0.73896879570941,0.0
2023-09-01,East,Rwamagana,525056,291,0.0,0.5542265967820575,0.0
2023-10-01,East,Rwamagana,525056,518,0.0,0.9865614334470989,0.0
2023-11-01,East,Rwamagana,525056,566,0.0,1.077980253534861,0.0
2023-12-01,East,Rwamagana,525056,387,1.0,0.7370642369575816,0.0019045587518283762
2024-01-01,East,Rwamagana,551798,683,0.0,1.2377717933011718,0.0
2024-02-01,East,Rwamagana,551798,478,0.0,0.866259029572416,0.0
2024-03-01,East,Rwamagana,551798,391,0.0,0.7085926371607001,0.0
2024-04-01,East,Rwamagana,551798,513,0.0,0.929688038013911,0.0
2024-05-01,East,Rwamagana,551798,521,1.0,0.9441860970862527,0.001812257384042711
2024-06-01,East,Rwamagana,551798,459,0.0,0.8318261392756046,0.0
